,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,1日主力净流入-总净额(亿),5日主力净流入-总净额(亿),29日主力净流入-总净额(亿),1日涨跌幅(%),5日涨跌幅(%),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
769,家电行业,001387,雪祺电气,25.0,16.0,36.17,2.05,13.83,0.0,-0.0,-0.5,1.8,0.3,-3.6,5.65,1.17
770,家电行业,003023,彩虹集团,24.0,23.0,20.06,1.51,22.33,-0.0,-0.6,-0.2,1.8,-2.8,-16.2,10.98,27.67
771,家电行业,603311,金海高科,26.0,26.0,21.53,1.95,11.23,-0.0,-0.0,-0.5,1.8,0.0,-3.6,6.85,13.78
772,家电行业,603868,飞科电器,166.0,166.0,25.9,5.3,38.18,0.0,0.0,0.2,1.7,-0.7,3.0,5.15,-6.92
773,家电行业,002290,禾盛新材,80.0,80.0,41.46,8.92,32.42,0.0,0.1,-0.5,1.5,-5.1,4.6,-1.25,89.59
774,家电行业,605555,德昌股份,83.0,83.0,37.66,2.8,17.23,0.0,-0.3,-1.7,1.4,-0.2,2.6,9.12,5.19
775,家电行业,002543,万和电气,89.0,80.0,11.81,1.8,12.03,0.1,0.0,-0.2,1.3,0.4,1.8,4.79,20.3
776,家电行业,300272,开能健康,42.0,32.0,29.59,2.88,6.79,-0.1,0.1,-1.2,1.3,1.5,-3.6,1.65,11.13
777,家电行业,000521,长虹美菱,78.0,66.0,9.36,1.26,7.58,0.1,-0.4,-0.9,1.3,0.3,1.7,8.75,-3.19
778,家电行业,600261,阳光照明,46.0,46.0,23.92,1.34,3.46,0.1,0.1,-0.0,1.2,0.6,1.8,6.46,10.54
779,家电行业,002035,华帝股份,55.0,50.0,10.05,1.44,6.45,0.0,0.1,-1.3,1.1,-0.8,-1.5,4.03,-8.51
780,家电行业,000404,长虹华意,51.0,51.0,10.0,1.23,7.39,0.0,-0.1,-0.5,1.1,0.3,3.2,12.14,4.08
781,家电行业,603355,莱克电气,131.0,131.0,15.32,2.49,22.85,-0.0,0.1,-0.8,0.9,1.2,-2.8,2.79,0.88
782,家电行业,301332,德尔玛,49.0,28.0,35.55,1.69,10.58,0.0,-0.0,-0.6,0.9,-1.5,-3.8,5.8,7.19
783,家电行业,600854,春兰股份,27.0,27.0,11.53,1.13,5.27,-0.0,-0.0,-0.3,0.8,-0.4,-2.6,8.21,18.16
784,家电行业,603515,欧普照明,133.0,132.0,18.0,2.06,17.86,-0.0,-0.0,-0.3,0.7,-1.7,-4.6,10.59,14.78
785,家电行业,301187,欧圣电气,78.0,20.0,33.87,5.18,30.58,-0.0,-0.3,-1.1,0.7,0.1,0.3,16.36,27.68
786,家电行业,603303,得邦照明,69.0,69.0,24.04,2.04,14.4,-0.1,-0.1,-0.3,0.7,-1.2,15.4,22.34,30.43
787,家电行业,002705,新宝股份,128.0,127.0,11.78,1.53,15.75,-0.2,-0.3,-1.7,0.7,-0.4,5.7,14.38,8.25
788,家电行业,300247,融捷健康,36.0,36.0,37.9,3.24,4.48,0.0,-0.0,-0.4,0.7,-0.4,9.0,17.59,25.14
789,家电行业,002242,九阳股份,74.0,74.0,30.12,2.13,9.69,-0.0,0.0,-0.4,0.6,-0.2,-5.5,3.86,-5.09
790,家电行业,000541,佛山照明,103.0,82.0,44.74,1.53,6.7,-0.1,-0.5,-3.0,0.6,-1.8,1.5,11.11,10.2
791,家电行业,600983,惠而浦,83.0,83.0,19.21,3.1,10.81,-0.0,-0.1,-0.9,0.5,-0.6,-0.6,9.3,20.78
792,家电行业,603519,立霸股份,35.0,35.0,22.59,3.01,12.97,-0.1,-0.1,-0.1,0.4,0.2,3.9,7.01,19.76
793,家电行业,603215,比依股份,41.0,41.0,38.32,3.49,21.9,-0.2,-0.7,-0.4,0.0,-2.0,17.4,20.93,30.98
794,家电行业,300160,秀强股份,48.0,47.0,18.16,1.86,6.21,-0.2,0.1,-0.9,0.0,1.8,1.8,15.86,16.29
795,家电行业,603677,奇精机械,37.0,37.0,45.63,3.21,19.19,-0.0,-0.0,-0.6,-0.1,-3.1,-5.0,-7.52,45.05
796,家电行业,603075,热威股份,101.0,10.0,31.48,5.07,25.12,-0.1,-0.1,0.0,-0.2,-0.1,17.4,27.45,40.1
797,家电行业,301362,民爆光电,47.0,13.0,22.1,1.93,45.22,-0.1,-0.8,-0.2,-0.4,-10.7,5.5,16.1,21.07
798,家电行业,603112,华翔股份,97.0,91.0,16.68,2.3,17.97,0.1,0.0,-2.8,-0.5,2.0,7.7,7.67,45.15
799,家电行业,002860,星帅尔,46.0,45.0,19.08,2.1,12.91,0.0,-0.6,-2.6,-1.1,-1.8,0.8,4.11,32.96
800,家电行业,603579,荣泰健康,73.0,73.0,42.53,2.81,37.8,-0.3,0.6,-1.7,-1.3,0.0,18.3,75.16,167.14
801,家电行业,002052,同洲电子,112.0,103.0,27.55,38.56,14.87,-0.5,-1.7,-13.9,-2.9,-11.2,35.3,45.21,139.07
802,综合行业,000803,山高环能,36.0,35.0,44.08,2.43,7.67,0.2,0.2,-0.6,4.9,7.0,17.1,24.11,49.51
803,综合行业,600051,宁波联合,23.0,23.0,32.77,0.68,7.39,-0.0,-0.1,-0.5,1.9,1.0,-3.5,2.5,15.11
804,综合行业,002053,云南能投,126.0,126.0,20.21,1.69,13.66,0.3,1.0,1.7,1.8,-5.6,26.4,20.67,23.4
805,综合行业,000833,粤桂股份,119.0,67.0,25.41,3.23,14.85,-0.6,1.5,-1.4,0.6,7.4,19.1,27.36,32.0
806,综合行业,600784,鲁银投资,43.0,43.0,16.52,1.32,6.32,-0.1,-0.2,-0.6,0.5,0.0,-3.4,0.8,8.59
807,综合行业,000652,泰达股份,63.0,63.0,48.26,1.1,4.28,-0.0,-0.3,-1.1,0.2,-2.1,-4.3,10.31,4.14
808,综合行业,002758,浙农股份,50.0,49.0,19.1,1.05,9.5,-0.1,-0.3,0.0,-0.4,-2.7,3.0,6.03,12.29
809,仪器仪表,603275,众辰科技,82.0,23.0,44.96,2.85,55.1,0.3,1.4,0.5,7.1,12.6,-0.9,31.28,62.68
810,仪器仪表,300354,东华测试,60.0,35.0,39.32,7.53,43.43,0.4,0.0,-1.5,2.9,-0.1,7.8,12.34,25.48
811,仪器仪表,301006,迈拓股份,24.0,15.0,33.54,1.89,17.05,0.0,-0.0,-0.4,2.7,2.2,3.6,15.36,31.36
812,仪器仪表,688665,四方光电,59.0,59.0,35.09,5.37,58.71,-0.0,-0.4,-0.7,2.0,-5.9,3.8,44.14,82.1
813,仪器仪表,832491,奥迪威,48.0,39.0,47.26,4.66,33.8,0.2,0.7,-0.1,1.9,8.0,16.8,20.76,59.43
814,仪器仪表,688112,鼎阳科技,61.0,61.0,39.36,3.95,38.01,0.1,-0.3,0.6,1.9,-3.0,1.4,9.63,38.12
815,仪器仪表,300445,康斯特,41.0,27.0,37.46,3.29,19.09,-0.0,-0.0,-0.9,1.6,0.7,-1.2,16.83,17.99
816,仪器仪表,002849,威星智能,34.0,30.0,33.12,2.55,15.6,-0.0,-0.5,-2.2,1.6,-4.3,2.7,7.59,-12.26
817,仪器仪表,002658,雪迪龙,52.0,29.0,41.75,2.08,8.14,0.1,-0.2,-1.7,1.5,-0.2,1.6,11.81,32.36
818,仪器仪表,300259,新天科技,46.0,46.0,28.91,1.55,3.9,-0.0,-0.3,-0.9,1.3,-0.3,6.3,15.73,13.04
819,仪器仪表,601222,林洋能源,130.0,130.0,20.09,0.84,6.32,-0.0,0.3,-0.2,1.3,2.8,7.1,12.86,-7.06
820,仪器仪表,300515,三德科技,44.0,43.0,36.1,5.48,21.53,-0.0,-0.3,-3.6,1.1,-1.7,-13.6,18.82,85.28
821,仪器仪表,920029,开发科技,137.0,31.0,17.28,3.99,98.35,0.0,-0.6,-1.2,0.6,-2.7,5.4,7.33,240.55
822,仪器仪表,300371,汇中股份,29.0,19.0,34.64,2.52,14.31,0.0,0.1,-0.6,0.5,1.9,9.6,28.92,50.63
823,仪器仪表,300349,金卡智能,52.0,46.0,19.28,1.2,12.47,-0.0,0.0,-0.9,0.4,-2.7,0.7,7.22,-5.32
824,仪器仪表,605056,咸亨国际,57.0,57.0,46.43,3.53,13.95,-0.1,-0.1,-0.8,0.3,-2.4,-7.6,-8.46,14.91
825,仪器仪表,603100,川仪股份,116.0,116.0,17.95,2.58,22.7,-0.1,0.1,-1.1,0.2,9.5,12.3,12.82,8.2
826,仪器仪表,301303,真兰仪表,68.0,17.0,23.1,2.06,16.65,-0.0,-0.2,-0.6,0.1,-2.6,8.1,14.04,10.48
827,仪器仪表,603700,宁水集团,25.0,25.0,23.45,1.56,12.47,-0.1,0.0,0.1,-0.2,-2.4,0.2,8.25,27.12
828,仪器仪表,836260,中寰股份,15.0,14.0,47.62,3.57,14.59,0.0,0.0,0.0,-0.3,5.3,1.5,-0.41,45.03
829,仪器仪表,688628,优利德,39.0,39.0,19.67,3.15,34.51,-0.1,-0.0,-0.7,-0.5,-5.1,-2.3,5.86,-3.71
830,仪器仪表,832651,天罡股份,22.0,5.0,35.88,4.46,35.92,-0.0,0.0,-0.1,-1.8,5.2,13.3,12.21,49.36
831,仪器仪表,831305,海希通讯,35.0,27.0,41.79,4.27,24.71,-0.3,0.3,0.1,-4.2,10.8,14.2,11.81,79.84
832,电力行业,605580,恒盛能源,67.0,67.0,48.93,7.17,24.03,0.0,0.4,1.3,6.1,14.6,57.2,112.84,121.88
833,电力行业,605028,世茂能源,38.0,38.0,29.93,2.89,23.63,0.3,0.3,-2.7,5.0,3.6,18.0,31.79,46.5
834,电力行业,002039,黔源电力,72.0,72.0,28.45,1.8,16.92,-0.0,0.0,0.5,3.7,4.4,5.0,7.7,11.32
835,电力行业,000600,建投能源,142.0,86.0,7.93,1.28,7.86,-0.0,0.0,-2.5,3.7,3.7,8.0,9.17,42.13
836,电力行业,600452,涪陵电力,161.0,161.0,48.22,2.98,10.47,0.9,1.3,2.8,3.7,-1.0,14.9,11.98,-0.66
837,电力行业,000537,中绿电,194.0,194.0,15.67,0.98,9.38,0.1,-0.2,-1.3,3.6,5.0,6.1,14.39,5.16
838,电力行业,600982,宁波能源,53.0,53.0,18.73,1.22,4.71,-0.0,-0.1,-1.2,2.4,1.5,-1.1,5.84,18.64
839,电力行业,000899,赣能股份,99.0,99.0,11.24,1.68,10.1,0.2,-0.2,-1.2,2.0,3.5,9.5,15.17,20.53
840,电力行业,600163,中闽能源,102.0,102.0,16.16,1.47,5.34,0.0,0.4,0.7,1.5,3.7,0.8,3.29,-11.15
841,电力行业,603693,江苏新能,121.0,121.0,21.44,1.76,13.56,-0.0,-0.1,-1.6,1.5,2.3,-0.7,-2.59,39.79
842,电力行业,600575,淮河能源,134.0,134.0,14.97,1.12,3.45,0.0,-0.4,-1.2,1.5,-0.3,-3.9,-3.09,-13.1
843,电力行业,002616,长青集团,49.0,31.0,20.12,1.72,6.54,-0.0,-0.2,-0.1,1.4,0.3,3.0,6.34,36.82
844,电力行业,600396,华电辽能,48.0,48.0,28.14,3.38,3.29,-0.0,-0.3,-1.0,1.2,-1.5,-4.9,6.82,19.2
845,电力行业,001896,豫能控股,85.0,85.0,40.95,2.61,5.54,-0.0,-0.7,-1.8,1.1,-1.1,-0.2,12.15,33.49
846,电力行业,000690,宝新能源,103.0,103.0,9.23,0.83,4.74,0.0,-0.0,-0.9,1.1,2.6,0.0,11.27,9.47
847,电力行业,600780,通宝能源,68.0,68.0,10.76,0.84,5.9,-0.0,-0.2,0.1,1.0,0.5,-3.4,0.0,4.8
848,电力行业,000767,晋控电力,95.0,90.0,33.19,1.55,3.09,0.0,-0.1,0.0,1.0,0.7,1.3,6.55,22.13
849,电力行业,600032,浙江新能,186.0,186.0,31.91,1.46,7.74,-0.0,-0.2,-1.0,0.9,1.7,0.9,1.84,4.74
850,电力行业,000862,银星能源,53.0,36.0,16.1,1.21,5.8,-0.1,-0.3,-0.2,0.9,2.3,2.3,7.21,17.41
851,电力行业,000155,川能动力,194.0,194.0,31.67,1.83,10.5,-0.3,-0.4,-3.5,0.9,3.3,1.6,5.74,-1.69
852,电力行业,000543,皖能电力,165.0,165.0,7.62,1.02,7.27,-0.2,-1.1,-1.4,0.8,0.8,0.6,2.54,-4.22
853,电力行业,600726,华电能源,198.0,69.0,21.66,4.67,2.51,-0.0,-0.1,-0.7,0.8,0.0,-2.7,5.91,9.61
854,电力行业,000531,穗恒运Ａ,67.0,59.0,15.54,1.0,6.47,-0.1,-0.3,-0.5,0.8,0.6,-0.2,8.56,13.91
855,电力行业,000601,韶能股份,58.0,58.0,30.48,1.43,5.41,-0.1,-0.2,-1.0,0.7,1.5,0.9,9.74,40.16
856,电力行业,600101,明星电力,55.0,55.0,37.04,1.82,9.97,-0.1,-0.4,-2.9,0.7,-0.9,-3.9,-3.02,14.86
857,电力行业,600509,天富能源,101.0,101.0,16.67,1.32,7.37,-1.0,-0.5,-2.2,0.7,11.2,12.5,18.11,14.8
858,电力行业,000993,闽东电力,49.0,47.0,34.32,1.89,10.67,-0.2,-0.4,-1.3,0.7,0.0,0.5,10.46,27.78
859,电力行业,601619,嘉泽新能,99.0,99.0,10.78,1.48,4.07,-0.2,-0.6,-1.0,0.0,5.2,7.7,12.43,26.4
860,电力行业,000595,*ST宝实,58.0,58.0,43.34,15.02,5.05,-0.1,-0.4,-1.0,0.0,-3.3,3.5,0.8,-21.09
861,电力行业,600979,广安爱众,62.0,61.0,40.03,1.36,4.93,-0.2,-1.4,-1.3,-0.2,-9.5,-2.4,-3.9,8.11
862,电力行业,000591,太阳能,192.0,192.0,14.16,0.8,4.89,0.2,1.3,-1.2,-0.2,5.4,6.1,13.99,5.16
863,电力行业,600821,金开新能,117.0,117.0,13.27,1.22,5.84,-0.3,-0.9,-3.4,-0.3,1.0,2.5,9.98,10.19
864,电力行业,600744,华银电力,140.0,140.0,33.97,11.02,6.91,-0.6,-3.1,-6.0,-1.1,-10.0,-5.2,52.2,122.19
865,房地产开发,600173,卧龙新能,49.0,49.0,29.81,1.27,6.94,1.2,1.5,0.5,10.0,12.8,8.1,17.03,75.25
866,房地产开发,002314,南山控股,81.0,40.0,44.38,0.91,3.0,-0.1,0.8,-0.4,4.5,7.5,2.4,15.38,26.05
867,房地产开发,600325,华发股份,151.0,151.0,43.79,0.78,5.47,0.1,1.2,0.3,2.2,3.6,9.8,10.73,-3.36
868,房地产开发,600533,栖霞建设,29.0,29.0,21.89,0.86,2.76,-0.1,-0.1,0.9,2.2,0.7,-2.8,11.74,17.95
869,房地产开发,002133,广宇集团,26.0,26.0,14.6,0.89,3.42,0.0,-0.1,-0.7,2.1,-0.9,1.2,15.93,34.12
870,房地产开发,000573,粤宏远Ａ,27.0,27.0,13.52,1.65,4.29,-0.0,-0.1,-0.0,1.9,2.1,1.9,8.33,45.92
871,房地产开发,601512,中新集团,129.0,129.0,10.92,0.87,8.62,-0.0,-0.3,0.1,1.7,0.9,9.1,19.39,14.17
872,房地产开发,600638,新黄浦,39.0,39.0,19.15,0.85,5.78,0.0,-0.1,-0.2,1.6,-2.2,-4.0,-4.3,14.23
873,房地产开发,600266,城建发展,104.0,104.0,8.51,0.54,4.99,0.1,-0.4,-2.0,1.0,-0.6,1.4,14.45,-1.19
874,房地产开发,600736,苏州高新,64.0,64.0,18.26,0.88,5.57,0.0,0.2,0.1,0.7,-0.7,0.0,5.29,-10.02
875,房地产开发,600675,中华企业,185.0,185.0,17.76,1.25,3.06,-0.2,-0.1,-1.0,0.7,0.0,0.3,3.38,8.9
876,房地产开发,600649,城投控股,116.0,116.0,37.83,0.55,4.63,0.0,-0.1,-1.0,0.7,-1.1,0.4,6.93,4.99
877,房地产开发,000514,渝 开 发,46.0,46.0,11.78,1.19,5.4,-0.1,-0.2,-1.8,0.6,0.2,-8.5,16.38,31.39
878,房地产开发,600064,南京高科,137.0,137.0,4.97,0.73,7.94,-0.0,-0.2,-0.2,0.5,-1.2,1.7,7.3,6.29
879,房地产开发,000718,苏宁环球,69.0,52.0,24.97,0.73,2.26,0.1,-0.0,-0.0,0.4,0.9,-0.4,7.11,-2.59
880,房地产开发,000965,天保基建,47.0,47.0,19.83,0.84,4.22,0.1,-0.5,-2.8,0.0,-4.7,-3.7,7.38,41.14
881,房地产开发,600639,浦东金桥,117.0,89.0,33.46,0.85,10.45,-0.1,-0.2,0.1,-0.1,-2.4,-2.5,1.16,-3.15
882,房地产开发,000042,中洲控股,57.0,57.0,15.14,1.68,8.63,-0.1,-0.2,-0.6,-0.5,-3.6,2.7,23.99,93.06
883,房地产开发,600724,宁波富达,76.0,76.0,32.6,2.7,5.23,0.1,1.2,1.3,-1.9,9.0,11.0,17.79,-15.78
884,中药,600976,健民集团,67.0,66.0,15.07,2.64,43.36,-0.3,-0.4,-0.8,4.2,1.7,5.6,9.47,6.33
885,中药,002287,奇正藏药,164.0,164.0,22.86,3.49,28.64,0.4,-0.4,-7.9,4.1,2.9,9.9,24.79,37.69
886,中药,300181,佐力药业,132.0,114.0,17.71,4.35,18.86,0.6,-0.6,-5.2,4.0,-0.2,-0.5,9.21,27.69
887,中药,301331,恩威医药,36.0,12.0,47.5,3.36,35.4,0.0,-0.1,-0.6,3.8,-0.7,-3.9,11.11,54.45
888,中药,002107,沃华医药,39.0,38.0,43.54,5.78,6.74,0.0,-0.1,-1.5,2.4,-0.1,-3.7,14.24,41.0
889,中药,300519,新光药业,27.0,19.0,41.82,3.28,16.68,0.0,0.0,-1.6,2.3,0.3,0.8,12.4,28.6
890,中药,002864,盘龙药业,32.0,22.0,26.62,1.92,30.12,0.0,-0.1,-1.4,2.3,-0.1,-2.7,5.91,0.03
891,中药,600479,千金药业,47.0,47.0,18.22,1.91,11.12,-0.1,-0.3,-1.5,1.8,-0.6,1.4,9.77,7.75
892,中药,002349,精华制药,64.0,63.0,24.51,2.41,7.72,-0.0,-0.1,-0.6,1.6,-0.3,-1.3,4.04,1.98
893,中药,000919,金陵药业,45.0,43.0,46.84,1.2,7.26,-0.0,-0.2,-0.3,1.5,1.4,0.3,7.72,12.04
894,中药,600351,亚宝药业,49.0,49.0,14.15,1.76,7.05,-0.0,-0.2,-4.5,1.4,-1.3,-1.5,14.08,21.76
895,中药,002275,桂林三金,89.0,84.0,15.47,2.83,15.1,0.0,-0.0,-0.2,1.4,0.3,0.0,3.35,2.44
896,中药,002390,信邦制药,72.0,71.0,33.55,1.06,3.7,0.0,-0.2,-1.4,1.4,-1.1,-2.1,4.82,-18.14
897,中药,603896,寿仙谷,43.0,43.0,32.63,1.91,21.58,0.1,-0.1,-0.9,1.3,0.1,-1.6,-4.77,3.06
898,中药,600557,康缘药业,98.0,98.0,34.4,2.1,17.3,0.0,0.0,1.7,1.2,-0.4,4.3,7.99,27.02
899,中药,002412,汉森制药,35.0,35.0,25.44,1.55,6.93,-0.1,-0.2,-0.5,1.2,1.5,0.3,10.53,15.31
900,中药,603998,方盛制药,50.0,50.0,14.84,3.07,11.44,-0.1,-1.1,-2.9,1.1,-3.5,0.5,8.44,12.6
901,中药,002317,众生药业,177.0,159.0,47.09,4.48,20.82,0.3,-1.6,-6.0,1.1,-5.3,5.5,30.94,74.23
902,中药,603439,贵州三力,54.0,53.0,32.29,3.63,13.09,0.0,0.3,-2.6,1.0,2.1,-2.5,12.94,3.4
903,中药,300039,上海凯宝,65.0,57.0,26.67,1.53,6.22,0.0,-0.1,-2.0,0.8,-1.6,-8.7,0.48,2.3
904,中药,600422,昆药集团,108.0,108.0,27.23,2.07,14.27,0.0,-0.8,-4.0,0.8,0.1,-1.6,-2.79,-8.23
905,中药,600285,羚锐制药,133.0,132.0,13.98,4.32,23.38,0.0,-0.1,1.4,0.8,0.3,1.5,2.68,9.97
906,中药,600993,马应龙,117.0,117.0,17.06,3.02,27.16,0.2,0.1,-0.8,0.7,-1.8,-1.2,-2.3,6.55
907,中药,600572,康恩贝,114.0,114.0,16.1,1.67,4.51,-0.0,-0.2,-1.7,0.7,-0.2,-3.0,2.73,0.0
908,中药,600750,江中药业,139.0,138.0,13.33,3.53,21.93,0.0,-0.2,-0.8,0.3,0.0,-0.5,-0.14,-0.32
909,中药,000989,九芝堂,92.0,74.0,31.91,2.52,10.72,-0.1,-1.1,-2.9,0.2,-5.1,-9.4,15.39,39.95
910,中药,000650,仁和药业,90.0,86.0,15.55,1.44,6.45,-0.1,0.3,-0.9,0.0,0.6,9.3,18.57,14.97
911,中药,600129,太极集团,124.0,124.0,44.72,3.42,22.29,-0.5,-1.4,-7.5,-0.4,-1.9,-7.6,3.19,-9.83
912,中药,002826,易明医药,38.0,34.0,49.98,4.91,19.69,-0.2,-0.0,0.5,-0.9,-1.1,-12.4,-15.49,91.91
913,家用轻工,603091,众鑫股份,81.0,16.0,34.96,4.01,79.68,0.0,0.3,-0.1,6.7,23.8,22.7,34.55,73.86
914,家用轻工,301287,康力源,29.0,7.0,49.75,2.55,43.7,0.2,0.2,-0.5,4.8,6.4,1.8,-1.62,56.57
915,家用轻工,300163,先锋新材,17.0,16.0,13.25,3.08,3.56,0.0,-0.3,-0.8,3.8,0.8,5.0,-2.47,52.14
916,家用轻工,605099,共创草坪,137.0,136.0,19.84,4.82,34.04,0.0,-0.1,-1.2,3.7,2.9,-3.4,-16.36,67.35
917,家用轻工,300729,乐歌股份,52.0,49.0,20.13,1.43,15.2,0.1,-0.1,-1.6,3.4,2.5,3.3,6.74,-2.44
918,家用轻工,301101,明月镜片,95.0,90.0,49.74,5.71,47.15,0.1,-0.3,-1.9,1.8,-2.1,5.6,2.41,11.26
919,家用轻工,001222,源飞宠物,52.0,30.0,35.01,3.79,27.2,0.1,-0.1,-0.4,1.5,1.9,41.0,26.63,73.47
920,家用轻工,605268,王力安防,47.0,46.0,34.49,2.73,10.49,-0.0,-0.2,-2.3,1.2,-0.2,-1.8,18.53,27.93
921,家用轻工,002615,哈尔斯,39.0,25.0,21.21,2.23,8.31,0.1,0.1,-0.7,1.0,1.5,0.6,-22.05,7.92
922,家用轻工,605155,西大门,28.0,28.0,25.2,2.18,14.7,0.0,-0.1,0.5,1.0,0.2,17.7,24.58,49.85
923,家用轻工,002489,浙江永强,82.0,73.0,8.04,1.83,3.8,-0.1,-0.1,-0.4,0.5,0.3,2.4,2.43,18.75
924,家用轻工,002301,齐心集团,50.0,50.0,28.57,1.61,6.93,-0.0,-0.3,-1.5,0.4,-3.1,-1.6,-9.88,-1.56
925,家用轻工,002899,英派斯,30.0,30.0,47.53,1.75,20.37,-0.1,0.1,-1.8,-0.4,-3.2,-15.4,-2.58,-8.86
926,家用轻工,002103,广博股份,54.0,39.0,35.65,4.71,10.16,-0.1,-0.3,-2.4,-0.5,-0.8,-1.5,-15.54,7.51
927,家用轻工,001323,慕思股份,127.0,26.0,17.7,2.82,29.11,0.0,-0.1,-0.4,-0.7,-1.0,-2.7,9.56,-13.1
928,家用轻工,301004,嘉益股份,93.0,86.0,15.2,4.88,63.65,-0.1,0.1,-0.5,-0.9,-0.4,-12.1,-10.24,-20.89
929,家用轻工,301376,致欧科技,80.0,38.0,20.91,2.37,19.79,-0.1,-0.0,-0.3,-1.0,4.8,7.1,5.83,4.6
930,家用轻工,301501,恒鑫生活,77.0,18.0,30.88,3.86,52.35,-0.1,-0.4,-3.1,-1.2,-0.9,-4.5,1.1,92.53
931,家用轻工,300993,玉马科技,56.0,44.0,37.79,3.76,18.17,0.0,0.7,0.6,-1.2,9.1,30.3,61.37,62.38
932,电网设备,603829,洛凯股份,31.0,31.0,27.41,2.84,19.58,0.3,0.4,-0.2,10.0,10.6,11.1,14.17,46.56
933,电网设备,301361,众智科技,41.0,10.0,47.73,3.44,34.94,0.3,0.2,-0.7,6.7,3.4,8.8,22.0,18.36
934,电网设备,002058,*ST威尔,28.0,28.0,7.96,9.29,19.65,0.0,0.0,0.1,5.0,11.6,39.7,67.95,83.13
935,电网设备,920037,广信科技,85.0,27.0,43.82,10.83,92.46,0.1,-0.3,-0.9,5.0,-2.8,23.3,824.6,824.6
936,电网设备,300880,迦南智能,40.0,40.0,30.71,3.86,20.7,0.2,-0.0,-1.0,4.9,2.3,1.3,0.44,-4.83
937,电网设备,605196,华通线缆,134.0,132.0,48.49,4.12,26.15,0.0,0.3,0.0,4.7,9.9,51.2,46.33,125.04
938,电网设备,600268,国电南自,103.0,103.0,32.49,3.05,10.16,0.7,-0.3,-3.5,3.9,0.2,6.4,34.04,54.41
939,电网设备,300882,万胜智能,54.0,51.0,28.07,4.38,19.04,0.2,0.2,-1.1,3.8,4.6,15.0,27.79,18.78
940,电网设备,688330,宏力达,45.0,45.0,22.82,1.18,32.15,0.0,-0.4,-0.1,3.0,-4.0,19.7,30.32,24.13
941,电网设备,603312,西典新能,72.0,23.0,25.9,4.22,44.56,0.1,-0.1,-0.9,2.8,1.3,16.5,29.5,41.33
942,电网设备,300514,友讯达,28.0,23.0,26.45,2.59,14.18,0.0,-0.0,-0.7,2.7,0.5,3.1,10.61,0.28
943,电网设备,603897,长城科技,55.0,55.0,19.99,2.3,26.59,-0.0,-0.7,-0.9,2.5,-0.8,8.3,16.98,20.86
944,电网设备,688663,新风光,53.0,53.0,44.4,4.01,37.99,-0.2,-0.2,-0.7,2.5,15.0,15.8,35.24,79.88
945,电网设备,002706,良信股份,129.0,105.0,26.09,3.21,11.45,0.3,-0.7,0.1,2.4,0.2,29.8,32.83,53.28
946,电网设备,002276,万马股份,161.0,160.0,32.14,2.73,15.87,0.3,-0.4,-9.9,2.4,2.0,10.4,19.14,88.7
947,电网设备,688517,金冠电气,21.0,21.0,24.93,2.69,15.45,-0.0,-0.1,-0.2,2.2,1.5,0.3,9.57,18.75
948,电网设备,002121,科陆电子,133.0,112.0,34.91,19.03,7.99,-0.2,2.4,-2.8,2.2,18.4,32.1,67.51,83.68
949,电网设备,603577,汇金通,34.0,34.0,27.37,1.75,9.92,-0.1,-0.2,-1.3,2.0,0.8,2.5,6.21,25.57
950,电网设备,603097,江苏华辰,37.0,36.0,39.05,3.53,22.45,-0.0,-0.1,-1.0,2.0,0.4,2.3,-3.48,-3.73
951,电网设备,605222,起帆电缆,73.0,73.0,22.3,1.58,17.67,0.0,-0.1,0.1,1.8,2.0,12.1,19.07,15.04
952,电网设备,688616,西力科技,24.0,24.0,29.45,2.9,13.25,-0.0,-0.1,-0.4,1.8,0.2,-1.0,13.54,31.19
953,电网设备,600577,精达股份,186.0,186.0,30.41,3.16,8.67,0.2,-3.8,-7.3,1.8,-2.7,9.5,2.48,19.75
954,电网设备,605066,天正电气,40.0,40.0,24.56,2.28,7.97,0.2,-0.0,-1.6,1.7,1.3,4.9,7.27,38.13
955,电网设备,002533,金杯电工,83.0,72.0,14.06,2.03,11.35,-0.0,-1.0,-2.4,1.5,-0.7,11.7,15.46,18.35
956,电网设备,002346,柘中股份,69.0,62.0,23.64,2.66,15.7,-0.0,-0.1,-0.4,1.5,-0.4,11.5,15.87,67.2
957,电网设备,300341,麦克奥迪,90.0,90.0,48.96,4.8,17.37,-0.1,-0.5,-2.0,1.4,-1.6,2.5,11.56,-0.4
958,电网设备,002606,大连电瓷,40.0,38.0,42.7,2.27,9.06,-0.0,-0.7,-1.6,1.3,-1.7,-4.8,1.91,-1.52
959,电网设备,601096,宏盛华源,118.0,73.0,29.8,2.59,4.42,0.0,-0.0,-0.7,1.1,0.5,-2.4,6.51,2.08
960,电网设备,002498,汉缆股份,120.0,120.0,20.78,1.43,3.6,0.0,-0.2,-1.0,1.1,0.8,1.7,8.11,7.46
961,电网设备,300444,双杰电气,67.0,52.0,32.13,3.8,8.33,-0.0,-0.6,-2.5,1.1,1.8,12.4,24.33,20.2
962,电网设备,300018,中元股份,41.0,38.0,35.03,3.08,8.43,-0.1,-0.0,-1.4,1.1,-2.1,-0.6,11.21,25.82
