,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,收盘价,1日主力净流入-总净额(亿),5日主力净流入-总净额(亿),29日主力净流入-总净额(亿),1日涨跌幅(%),5日涨跌幅(%),29日涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
1616,商业百货,600694,大商股份,67.0,66.0,8.69,0.76,19.17,0.1,-0.0,-1.1,0.7,-0.9,-3.0,-0.36,-16.87
1617,商业百货,002419,天虹股份,67.0,67.0,21.85,1.61,5.75,0.1,-0.2,-0.1,0.5,-0.7,0.3,10.15,-0.86
1618,商业百货,600790,轻纺城,59.0,59.0,17.75,0.91,4.04,0.0,-0.2,-0.7,0.5,1.0,5.5,10.68,10.99
1619,商业百货,603214,爱婴室,26.0,26.0,28.14,2.26,18.99,0.0,-0.1,-2.7,0.4,-1.5,-8.4,-2.86,-14.88
1620,商业百货,002818,富森美,93.0,37.0,14.57,1.65,12.39,-0.0,0.0,-0.4,0.2,0.6,3.3,-0.4,-13.11
1621,商业百货,600729,重庆百货,128.0,55.0,8.26,1.67,29.01,0.1,-0.1,-0.6,0.2,-1.1,-1.0,5.41,4.02
1622,商业百货,000785,居然智家,196.0,185.0,29.77,0.95,3.14,0.1,1.0,2.3,0.0,1.6,9.0,4.67,-12.04
1623,商业百货,000419,通程控股,33.0,33.0,20.01,0.92,6.13,-0.0,0.0,-0.1,0.0,0.7,5.5,12.68,10.25
1624,商业百货,600738,丽尚国潮,39.0,39.0,24.68,1.97,5.17,-0.1,-0.5,-1.6,-0.2,-1.3,-3.0,-8.33,4.23
1625,商业百货,000417,合百集团,48.0,48.0,14.04,1.0,6.15,-0.1,-0.4,-1.3,-0.5,-1.0,8.3,11.62,-1.91
1626,商业百货,002697,红旗连锁,80.0,67.0,14.22,1.74,5.87,-0.1,-1.4,-4.0,-0.5,-2.5,-0.3,10.75,1.21
1627,商业百货,600827,百联股份,172.0,155.0,27.47,0.86,9.64,-0.1,-0.2,-0.8,-0.6,-2.5,1.2,8.31,-9.65
1628,商业百货,002416,爱施德,148.0,147.0,33.5,2.6,11.98,0.0,-0.8,-4.4,-0.7,-3.6,-2.9,6.02,-24.03
1629,商业百货,600785,新华百货,29.0,29.0,17.05,1.29,13.0,-0.0,-0.3,-0.4,-0.7,-0.3,7.0,11.11,1.4
1630,商业百货,600814,杭州解百,59.0,59.0,19.73,1.6,8.06,0.1,0.1,0.2,-0.7,-0.9,2.8,7.04,-1.1
1631,商业百货,000715,中兴商业,33.0,33.0,33.87,1.7,6.12,-0.1,-0.2,-0.7,-1.0,1.0,1.2,13.12,16.13
1632,商业百货,600693,东百集团,57.0,57.0,39.87,1.6,6.56,-0.2,-0.8,-0.9,-1.2,-1.6,11.8,9.88,-5.88
1633,商业百货,600858,银座股份,31.0,31.0,14.96,1.14,5.99,-0.0,-0.3,-0.6,-1.5,1.0,5.3,10.93,8.32
1634,商业百货,603708,家家悦,73.0,73.0,19.94,3.05,11.43,-0.0,0.0,-0.2,-1.6,1.2,8.0,12.39,1.06
1635,商业百货,601116,三江购物,67.0,67.0,36.56,2.09,12.2,-0.4,-1.1,-1.6,-1.6,2.0,5.4,13.7,14.23
1636,商业百货,600865,百大集团,38.0,38.0,32.81,1.63,10.09,-0.1,-0.1,0.1,-2.9,2.9,11.0,13.88,-12.94
1637,商业百货,000501,武商集团,82.0,81.0,24.66,0.74,10.6,-0.2,-0.7,-1.2,-3.7,-4.5,10.9,24.12,3.31
1638,商业百货,603101,汇嘉时代,52.0,52.0,38.97,3.72,11.11,-0.2,0.4,0.2,-4.7,4.4,38.7,40.46,19.72
1639,旅游酒店,600258,首旅酒店,174.0,174.0,21.85,1.48,15.54,0.2,-1.2,-2.9,2.0,1.2,11.1,16.67,8.6
1640,旅游酒店,600576,祥源文旅,89.0,56.0,48.75,3.07,8.47,-0.0,-0.2,-0.6,0.5,1.8,9.7,-0.94,22.93
1641,旅游酒店,002627,三峡旅游,48.0,47.0,37.41,1.55,6.57,-0.8,-2.1,-2.4,0.0,2.3,20.1,24.2,33.54
1642,旅游酒店,600054,黄山旅游,90.0,64.0,35.73,1.94,12.4,-0.1,-0.5,-1.3,-0.2,0.8,5.5,9.64,11.41
1643,旅游酒店,002159,三特索道,29.0,22.0,21.26,2.07,16.2,-0.0,-0.1,-0.7,-0.2,2.1,3.5,8.65,5.47
1644,旅游酒店,605108,同庆楼,56.0,56.0,38.66,2.41,21.41,-0.0,-0.2,-0.5,-0.4,-0.9,10.2,11.16,-12.22
1645,旅游酒店,603136,天目湖,37.0,37.0,33.42,2.75,13.54,-0.2,-0.1,-0.6,-0.4,3.1,6.2,10.89,22.31
1646,旅游酒店,002033,丽江股份,52.0,52.0,27.42,2.12,9.43,-0.0,-0.2,-0.3,-0.6,1.5,6.3,9.78,10.68
1647,旅游酒店,000888,峨眉山Ａ,76.0,76.0,31.39,2.92,14.45,-0.5,-1.4,-2.5,-0.8,-1.0,2.5,4.26,11.33
1648,旅游酒店,603199,九华旅游,43.0,43.0,15.0,2.69,38.41,0.1,-0.0,-0.3,-1.0,-0.4,7.4,7.26,16.15
