,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,29日主力净流入-总净额(亿),29日涨跌幅(%),29日平均涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
1250,消费电子,300976,达瑞电子,64.8802393,41.5313696,28.35,1.93,-0.39,8.85,0.33,26.2,0.91
1251,消费电子,002937,兴瑞科技,50.17555576,50.03653989,31.22,3.4,-0.45,0.86,0.05,5.31,1.51
1252,消费电子,300812,易天股份,30.97103111,20.4977514,38.55,3.92,-0.47,7.9,0.31,25.27,0.32
1253,消费电子,603380,易德龙,46.51190388,46.51190388,27.84,3.36,-0.53,14.66,0.51,45.97,20.84
1254,消费电子,002925,盈趣科技,130.14375464,123.23393579,42.45,2.89,-0.53,5.04,0.2,21.22,8.91
1255,消费电子,301318,维海德,45.1201995,19.53770673,26.66,2.47,-0.54,8.91,0.31,27.39,14.55
1256,消费电子,300684,中石科技,74.87730575,50.81124225,30.33,3.94,-0.55,14.65,0.51,17.65,14.78
1257,消费电子,300279,和晶科技,34.92170359,32.76087269,22.76,3.46,-0.72,11.02,0.36,24.39,17.82
1258,消费电子,300951,博硕科技,54.72324243,48.79149193,26.18,2.42,-0.73,13.96,0.51,23.06,10.32
1259,消费电子,301606,绿联科技,193.51393352,15.48537362,32.19,6.89,-1.1,-9.47,-0.35,28.7,25.38
1260,消费电子,603341,龙旗科技,180.69000734,103.42368484,29.31,3.26,-1.39,5.71,0.21,1.46,-16.02
1261,消费电子,000021,深科技,286.83599867,286.80208757,40.08,2.42,-1.88,8.57,0.29,7.49,-2.6
1262,消费电子,603890,春秋电子,53.69777608,53.69777608,33.31,1.93,-2.18,6.49,0.19,20.97,5.43
1263,消费电子,002139,拓邦股份,170.94107685,146.84641802,21.71,2.51,-2.45,3.32,0.11,6.78,1.26
1264,消费电子,603296,华勤技术,852.0149417,479.31626325,25.3,3.79,-2.94,21.88,0.75,25.12,19.74
1265,消费电子,002055,得润电子,44.79271026,44.07970183,34.93,3.24,-3.16,21.08,0.73,46.73,2.92
1266,消费电子,600745,闻泰科技,421.66333166,421.66333166,40.33,1.28,-3.93,4.37,0.06,6.11,-12.64
1267,消费电子,300857,协创数据,279.93912842,279.14555617,41.36,8.41,-4.41,4.01,0.16,11.41,7.08
1268,消费电子,300115,长盈精密,282.92654305,282.10959628,40.45,3.55,-4.86,2.48,0.1,-0.19,29.3
1269,消费电子,002402,和而泰,202.13004227,176.17354519,29.83,4.24,-9.46,15.85,0.5,14.52,21.32
1270,有色金属,601600,中国铝业,1242.06776245,953.19106314,8.78,1.72,5.95,8.83,0.37,12.25,-1.5
1271,有色金属,600961,株冶集团,124.34594628,87.13505693,11.23,4.0,1.36,15.02,0.57,18.99,47.27
1272,有色金属,000807,云铝股份,549.32445295,549.31843312,14.09,1.91,1.04,13.77,0.43,11.79,18.65
1273,有色金属,002203,海亮股份,211.31932135,203.91362471,15.32,1.59,0.97,5.67,0.2,23.8,-0.19
1274,有色金属,688786,悦安新材,32.98772069,32.98772069,48.99,4.73,0.21,4.09,0.11,18.06,12.89
1275,有色金属,002532,天山铝业,397.27101444,352.7024656,9.39,1.47,0.18,14.59,0.44,18.61,11.34
1276,有色金属,603132,金徽股份,125.5752,125.5752,33.46,4.05,0.12,11.35,0.4,19.11,16.62
1277,有色金属,601702,华峰铝业,159.66504294,159.66504294,14.99,2.9,0.05,0.5,0.02,-5.66,-11.27
1278,有色金属,603271,永杰新材,72.314272,14.17846838,23.88,2.76,-0.11,6.03,0.22,4.67,81.26
1279,有色金属,000758,中色股份,115.51698006,114.61776233,11.66,1.97,-0.24,19.54,0.68,26.09,18.61
1280,有色金属,688257,新锐股份,35.99345267,35.99345267,19.48,1.64,-0.28,0.5,0.07,-2.06,11.06
1281,有色金属,600490,鹏欣资源,107.32502333,96.64213722,24.9,1.73,-0.36,9.43,0.41,20.35,47.42
1282,有色金属,688231,隆达股份,44.85394288,22.97574006,39.29,1.65,-0.41,13.12,0.51,22.19,28.41
1283,有色金属,002171,楚江新材,133.50651827,132.69263669,25.33,1.75,-0.45,2.88,0.14,1.14,7.93
1284,有色金属,002978,安宁股份,152.73595041,96.7564,16.58,1.88,-0.54,5.92,0.23,6.69,15.9
1285,有色金属,000751,锌业股份,53.80049881,46.94863034,47.22,1.5,-0.56,13.22,0.45,21.98,18.51
1286,有色金属,601609,金田股份,119.73132821,119.73132821,19.85,1.49,-0.57,17.09,0.53,39.45,39.21
1287,有色金属,000688,国城矿业,152.82891545,152.8283288,6.25,4.38,-0.59,9.25,0.42,22.01,14.21
1288,有色金属,002540,亚太科技,74.72649191,51.87848253,19.92,1.4,-0.65,2.78,0.09,1.7,0.17
1289,有色金属,600888,新疆众和,98.54053052,98.54053052,11.13,0.9,-0.71,8.33,0.27,7.83,2.78
1290,有色金属,300697,电工合金,63.771136,48.824776,37.03,5.65,-0.74,31.89,1.17,35.35,54.18
1291,有色金属,603527,众源新材,35.84944272,35.84944272,12.43,1.76,-0.77,17.89,0.62,30.45,19.94
1292,有色金属,000933,神火股份,388.23790821,387.17441778,13.7,1.82,-0.86,6.06,0.18,5.24,5.24
1293,有色金属,002996,顺博合金,49.87302528,31.02655489,10.69,1.59,-0.98,10.32,0.4,23.34,13.05
1294,有色金属,600531,豫光金铅,90.81852056,90.81852056,9.92,1.67,-0.99,15.87,0.64,30.77,34.35
1295,有色金属,603876,鼎胜新材,86.67213515,86.51477753,25.41,1.24,-1.11,8.78,0.34,16.38,5.92
1296,有色金属,601137,博威合金,147.69477286,147.52005286,11.66,1.79,-1.13,6.92,0.24,8.85,-8.08
1297,有色金属,600361,创新新材,167.58338411,59.94588324,20.24,1.57,-1.32,7.35,0.28,9.97,7.65
1298,有色金属,003038,鑫铂股份,44.18204219,30.00477145,31.69,1.47,-1.61,-6.79,-0.24,-4.43,10.68
1299,有色金属,000060,中金岭南,179.7786447,179.77593908,16.46,1.29,-1.72,9.59,0.34,7.85,4.57
1300,有色金属,601677,明泰铝业,157.45292982,154.19963898,8.95,0.9,-1.73,5.15,0.16,11.84,6.75
1301,有色金属,000612,焦作万方,98.35645001,98.29216188,15.24,1.58,-1.81,9.95,0.36,25.38,31.16
1302,有色金属,600338,西藏珠峰,104.12853814,104.12853814,20.66,2.73,-2.03,14.78,0.51,23.94,6.75
1303,有色金属,600595,中孚实业,184.76442576,184.76442576,20.05,1.18,-2.1,24.18,0.82,30.97,62.9
1304,有色金属,601168,西部矿业,390.5737,390.5737,12.09,2.51,-2.24,10.07,0.39,16.49,8.76
1305,有色金属,600497,驰宏锌锗,277.47539046,277.47539046,14.03,1.73,-3.19,8.15,0.3,9.0,0.18
1306,有色金属,000630,铜陵有色,440.11816915,362.15194308,9.75,1.32,-3.39,11.04,0.38,15.82,9.9
1307,有色金属,600362,江西铜业,817.89668546,490.17343706,10.47,1.02,-3.65,9.46,0.36,11.89,14.44
1308,有色金属,600219,南山铝业,456.41726433,456.41726433,6.7,0.9,-3.98,5.35,0.18,18.02,2.88
1309,有色金属,000878,云南铜业,261.27313162,261.26800117,11.67,1.8,-4.66,12.13,0.43,16.01,9.12
1310,有色金属,000426,兴业银锡,323.87595879,323.79747663,21.63,3.91,-6.27,29.44,1.05,52.0,64.03
1311,有色金属,688122,西部超导,328.99010128,328.99010128,48.38,4.8,-6.45,2.9,0.1,7.74,18.54
1312,有色金属,000737,北方铜业,217.89956016,202.74759556,14.68,3.39,-10.74,31.74,1.04,28.68,48.76
1313,化纤行业,603225,新凤鸣,171.21870091,169.77194001,13.97,1.01,0.94,7.47,0.23,11.41,2.93
1314,化纤行业,002206,海 利 得,66.71069443,52.58842411,11.94,1.81,0.57,12.52,0.42,36.99,39.32
1315,化纤行业,301057,汇隆新材,19.72159358,13.89350978,39.99,2.65,-0.16,4.71,0.22,18.98,36.59
1316,化纤行业,601113,华鼎股份,44.9389956,44.9389956,11.89,1.16,-0.17,2.01,0.07,2.52,4.36
1317,化纤行业,688722,同益中,48.66280722,48.54118632,28.03,3.55,-0.2,0.05,0.07,29.16,70.82
1318,化纤行业,600346,恒力石化,989.69742991,989.69742991,12.06,1.59,-0.24,-4.05,-0.17,-4.03,-5.64
1319,化纤行业,600063,皖维高新,100.60075135,92.05776628,21.37,1.21,-0.46,12.56,0.43,9.89,21.32
1320,化纤行业,601233,桐昆股份,267.89246671,266.90304756,10.96,0.73,-0.66,4.29,0.15,9.65,-4.79
1321,化纤行业,002998,优彩资源,24.3503076,18.16097126,39.27,1.6,-0.92,-2.24,0.06,24.54,29.29
1322,化纤行业,002064,华峰化学,342.91178328,342.18254853,17.0,1.31,-1.07,2.09,0.06,2.98,-13.95
1323,化纤行业,000936,华西股份,61.04628791,61.03763752,27.06,1.17,-1.77,1.47,0.06,6.82,-15.46
1324,化纤行业,002493,荣盛石化,868.770045,814.95253125,36.91,2.0,-2.26,0.82,0.0,7.65,-4.24
1325,化纤行业,300777,中简科技,162.55987643,156.61056199,35.86,3.72,-2.84,6.21,0.3,11.59,31.71
1326,工程建设,601868,中国能建,971.40411272,755.58935392,15.07,0.89,2.4,3.6,0.11,3.1,2.19
1327,工程建设,600846,同济科技,68.84871906,68.84871906,19.67,1.65,0.99,14.76,0.59,29.8,27.84
1328,工程建设,600820,隧道股份,200.90774041,200.90774041,15.2,0.65,0.74,3.46,0.12,7.04,-11.13
1329,工程建设,600284,浦东建设,65.007152,65.007152,13.62,0.84,0.62,-1.91,-0.03,2.6,8.59
1330,工程建设,002062,宏润建设,60.50254647,54.99762941,16.51,1.23,0.42,5.22,0.25,6.3,-2.4
1331,工程建设,601800,中国交建,1484.60936196,1071.34787076,6.79,0.51,0.33,4.14,0.17,0.33,-10.15
1332,工程建设,836149,旭杰科技,12.10001628,9.9882078,34.02,7.17,0.32,5.66,0.31,23.7,40.14
1333,工程建设,601117,中国化学,482.5893036,479.4968802,8.35,0.76,0.24,1.56,0.04,10.96,-4.7
1334,工程建设,600667,太极实业,140.48288487,140.48288487,29.78,1.67,0.06,7.88,0.26,5.71,-2.34
1335,工程建设,601133,柏诚股份,66.58312327,18.59975,37.66,2.34,0.05,12.85,0.48,18.96,14.01
1336,工程建设,601669,中国电建,876.8115101,665.34066577,8.32,0.63,0.01,6.77,0.24,7.61,-6.78
1337,工程建设,600039,四川路桥,747.32138781,576.19561471,10.53,1.61,-0.13,-3.59,-0.09,6.98,24.35
1338,工程建设,600248,陕建股份,147.7195438,146.3767018,8.86,0.59,-0.15,3.95,0.13,-2.95,-11.83
1339,工程建设,603163,圣晖集成,29.16,10.2068019,25.18,2.75,-0.17,9.0,0.26,17.11,12.94
1340,工程建设,603098,森特股份,56.61452769,56.52011769,41.52,2.05,-0.21,10.42,0.31,12.19,9.27
1341,工程建设,605598,上海港湾,53.14828595,52.80755955,37.22,2.95,-0.26,1.19,0.06,7.26,-3.03
1342,工程建设,600512,腾达建设,37.7733202,37.62150236,16.08,0.61,-0.28,6.28,0.25,9.72,0.85
1343,工程建设,002060,广东建工,138.16167131,57.51157949,24.04,1.03,-0.36,4.86,0.2,6.67,4.55
1344,工程建设,002135,东南网架,48.97120201,45.82574866,26.1,0.78,-0.41,4.0,0.12,8.66,5.02
1345,工程建设,002051,中工国际,105.67472322,105.66440861,20.14,0.93,-0.51,8.47,0.29,8.93,6.22
1346,工程建设,300982,苏文电能,45.59442166,42.71256721,31.0,1.55,-0.53,22.82,0.82,45.13,18.31
1347,工程建设,601618,中国中冶,640.35983235,551.64593235,9.96,0.62,-0.62,4.78,0.16,5.46,-6.36
1348,工程建设,301058,中粮科工,59.06522045,59.06522045,39.95,2.81,-0.63,8.58,0.28,-6.11,10.87
1349,工程建设,002140,东华科技,67.89853032,52.11603438,14.07,1.55,-0.66,3.55,0.09,-4.96,-1.44
1350,工程建设,000498,山东路桥,94.23305392,87.97523324,9.45,0.63,-0.67,4.47,0.15,5.2,2.02
1351,工程建设,301098,金埔园林,17.27149265,14.05576978,28.72,1.32,-0.67,6.98,0.29,21.79,18.86
1352,工程建设,601789,宁波建工,59.1218433,59.1218433,19.59,1.33,-0.79,7.03,0.23,7.72,25.35
1353,工程建设,600491,龙元建设,54.61235899,54.61235899,7.09,0.53,-0.91,-6.53,-0.21,-6.3,-4.55
1354,工程建设,600970,中材国际,240.76417234,205.36934372,9.08,1.17,-1.14,5.48,0.2,2.24,1.0
1355,工程建设,002061,浙江交科,109.49260863,106.5646539,12.37,0.72,-1.27,3.03,0.09,11.72,3.54
1356,工程建设,002761,浙江建投,98.76691535,98.76691535,10.9,1.46,-1.29,2.01,0.07,11.21,3.99
1357,工程建设,600502,安徽建工,83.93850957,83.93850957,6.74,0.77,-1.39,7.05,0.23,11.9,8.43
1358,工程建设,601186,中国铁建,1133.89171525,960.52099925,5.5,0.42,-1.45,4.28,0.16,5.16,-8.94
1359,工程建设,603815,交建股份,47.16202671,47.16202671,35.7,2.04,-1.53,-0.26,-0.03,4.24,35.35
1360,工程建设,601611,中国核建,291.13638488,291.13638488,13.2,1.37,-2.29,2.77,0.07,11.42,6.86
1361,工程建设,603843,*ST正平,20.56892317,20.56892317,35.29,5.38,-3.12,-10.19,-0.28,-14.78,-18.56
1362,工程建设,000065,北方国际,118.70955484,108.02582151,16.78,1.21,-3.53,10.51,0.37,8.95,15.06
1363,工程建设,601390,中国中铁,1447.34902176,1197.77918955,6.01,0.47,-4.82,3.2,0.13,3.54,-8.45
1364,燃气,600803,新奥股份,600.21557824,546.62425707,15.37,2.43,0.58,-0.31,0.04,-1.42,-10.61
1365,燃气,600681,百川能源,49.07528605,49.03700106,11.76,1.37,0.39,7.06,0.23,16.19,8.93
1366,燃气,600635,大众公用,122.52603901,100.37985451,15.78,1.41,0.22,8.81,0.31,15.92,-6.74
1367,燃气,600956,新天绿能,334.3525993,186.67304982,8.76,1.47,0.01,-2.37,-0.06,12.13,5.44
1368,燃气,603706,东方环宇,38.16061687,38.16061687,11.75,2.39,-0.03,13.66,0.43,21.02,13.14
1369,燃气,603689,皖天然气,42.49973943,42.07551546,10.54,1.34,-0.08,3.73,0.11,8.1,0.46
1370,燃气,001299,美能能源,28.51003621,7.68803334,26.89,2.42,-0.08,5.67,0.23,8.9,30.41
1371,燃气,002911,佛燃能源,136.23763241,131.91904446,22.02,1.63,-0.19,2.67,0.04,-1.78,-13.65
1372,燃气,603318,水发燃气,31.76770794,26.5412857,41.84,2.15,-0.22,8.35,0.28,9.84,-3.89
1373,燃气,601139,深圳燃气,186.41281304,186.41281304,14.62,1.18,-0.3,3.04,0.1,4.18,-6.09
1374,燃气,605368,蓝天燃气,71.4634963,71.4634963,13.53,2.11,-0.34,2.04,0.03,-1.96,-8.93
1375,燃气,605169,洪通燃气,31.68256,31.68256,35.15,1.69,-0.4,4.99,0.21,21.34,12.79
1376,燃气,000407,胜利股份,31.06698836,30.91438967,28.3,1.05,-0.44,6.4,0.22,13.87,4.44
1377,燃气,603053,成都燃气,84.622328,84.622328,11.8,1.84,-0.45,1.72,0.07,4.5,-2.16
1378,燃气,603080,新疆火炬,25.0172,25.0172,13.75,1.67,-0.47,4.98,0.22,19.06,13.92
1379,燃气,600617,国新能源,55.17488479,50.78052091,11.84,1.58,-0.51,8.37,0.36,22.75,5.93
1380,燃气,605090,九丰能源,174.28485835,173.62698461,8.61,1.83,-0.58,-0.79,0.01,10.05,-4.76
1381,燃气,002267,陕天然气,87.63154507,87.63154507,4.77,1.34,-0.6,1.04,0.13,0.25,-2.72
1382,燃气,600903,贵州燃气,80.73059165,80.73059165,28.22,2.67,-0.61,2.48,0.1,-0.57,-9.54
1383,燃气,603393,新天然气,121.45346019,121.25291133,8.05,1.42,-1.08,-3.76,-0.12,6.51,-5.35
1384,燃气,000968,蓝焰控股,69.46669099,69.46669099,9.41,1.14,-1.19,11.68,0.44,17.9,8.46
1385,燃气,000421,南京公用,38.83050362,38.82242968,29.49,1.43,-1.2,3.95,0.19,17.36,5.3
1386,燃气,300435,中泰股份,59.4769446,56.87121595,14.84,1.98,-2.18,6.84,0.47,23.46,29.8
1387,燃气,300332,天壕能源,44.46698728,42.64324589,18.0,1.05,-2.18,9.66,0.4,12.97,-11.23
1388,燃气,300483,首华燃气,30.45998441,30.44653241,36.39,1.61,-2.54,19.08,0.84,43.53,13.92
1389,中药,000989,九芝堂,97.40620097,78.99465157,20.89,2.69,2.79,26.2,1.23,40.67,48.56
1390,中药,603439,贵州三力,52.00390121,51.24732341,30.99,3.62,1.03,11.98,0.49,3.09,0.24
1391,中药,002826,易明医药,34.0169106,31.0998278,45.25,4.58,0.97,48.84,1.62,73.71,73.88
1392,中药,002107,沃华医药,43.05983616,42.49340209,47.09,5.98,0.63,16.9,0.68,67.26,56.07
1393,中药,600285,羚锐制药,129.13219616,128.84757116,14.89,4.61,0.38,-3.78,0.02,3.08,7.1
1394,中药,600993,马应龙,119.61745475,119.41019694,14.69,2.8,0.08,-6.67,-0.15,2.97,6.28
1395,中药,002737,葵花药业,93.3816,93.38154004,40.88,2.25,-0.0,0.88,0.07,-6.55,-21.96
1396,中药,000999,华润三九,523.24897009,520.88770636,10.3,2.52,-0.08,-5.14,-0.17,-9.45,-7.44
1397,中药,600750,江中药业,139.69912484,138.00433152,12.26,3.69,-0.12,-3.81,-0.06,-4.35,0.0
1398,中药,600332,白云山,434.57392067,375.79465067,5.97,1.15,-0.13,-0.45,0.02,3.77,-4.6
1399,中药,600479,千金药业,45.11506721,45.11506721,21.22,1.79,-0.25,0.28,0.07,6.73,0.94
1400,中药,300181,佐力药业,130.17748938,111.90026657,17.97,4.81,-0.34,6.2,0.6,13.73,25.66
1401,中药,002275,桂林三金,86.78388222,82.57040237,20.7,2.96,-0.34,0.55,0.15,9.81,0.2
1402,中药,600572,康恩贝,114.22797934,113.9225734,15.08,1.72,-0.39,1.8,0.1,6.34,0.44
1403,中药,002603,以岭药业,249.60338317,205.70123896,19.14,2.37,-0.43,0.13,0.09,11.16,-6.68
1404,中药,300519,新光药业,24.672,17.59422,25.13,3.06,-0.45,0.13,0.1,19.81,18.89
1405,中药,002728,特一药业,45.36405305,33.31140177,35.93,2.52,-0.46,-0.11,0.06,15.23,-1.12
1406,中药,002864,盘龙药业,31.19346176,21.71447247,24.96,1.91,-0.51,-1.48,-0.0,9.93,-2.52
1407,中药,002166,莱茵生物,60.44231729,36.47665671,49.07,1.99,-0.6,1.9,0.13,8.23,10.58
1408,中药,600535,天士力,236.34289079,236.34289079,18.8,1.98,-0.6,-5.26,-0.1,3.74,10.94
1409,中药,002390,信邦制药,70.756208,67.42390477,42.89,1.06,-0.71,1.11,0.1,5.81,-19.47
1410,中药,603567,珍宝岛,110.20756531,110.02019536,36.59,1.4,-0.72,1.56,0.09,10.47,0.95
1411,中药,603896,寿仙谷,42.78103599,42.78103599,18.32,1.92,-0.76,-6.43,-0.26,11.64,3.06
1412,中药,600976,健民集团,61.0526428,61.0128428,13.85,2.54,-0.8,-3.1,-0.0,-13.04,-2.4
1413,中药,000650,仁和药业,78.53653493,74.69074529,11.95,1.28,-0.81,1.82,0.11,7.68,0.0
1414,中药,002349,精华制药,61.89374814,60.73789574,24.87,2.35,-0.82,-2.23,0.01,6.72,-1.45
1415,中药,605199,ST葫芦娃,36.00978768,36.00978768,36.98,4.97,-0.93,-7.3,-0.27,-40.2,-43.5
1416,中药,603858,步长制药,190.12873068,190.12873068,15.47,1.82,-0.93,0.36,0.04,16.54,8.8
1417,中药,600422,昆药集团,109.98857749,109.98857749,30.39,2.06,-0.98,-8.06,-0.32,-20.16,-8.33
1418,中药,600329,达仁堂,255.36328845,188.04683045,17.06,3.11,-1.03,-0.42,0.06,13.6,12.33
1419,中药,600557,康缘药业,90.41556132,90.41556132,27.1,1.97,-1.04,17.89,0.71,21.44,17.25
1420,中药,000919,金陵药业,43.47249137,41.1480545,47.29,1.16,-1.1,2.81,0.17,9.76,7.56
1421,中药,600351,亚宝药业,44.1700029,44.1700029,10.29,1.62,-1.13,1.61,0.13,14.1,8.98
1422,中药,600129,太极集团,120.7339133,120.7339133,40.49,3.39,-1.35,0.94,0.07,-3.08,-12.3
1423,中药,603998,方盛制药,45.57664517,45.57664517,12.91,2.89,-1.46,-2.74,0.01,5.92,2.17
1424,中药,000538,云南白药,998.11650012,991.64572005,12.9,2.58,-1.7,-2.01,-0.02,-0.21,-4.82
1425,中药,600771,广誉远,100.54148036,100.54148036,39.53,6.16,-1.75,-5.19,-0.15,18.8,8.91
1426,中药,600566,济川药业,242.77687574,241.20806534,13.78,1.84,-1.92,2.34,0.18,7.16,-2.44
1427,中药,300039,上海凯宝,66.2118,58.04143011,19.64,1.61,-2.0,0.32,0.1,3.09,4.11
1428,中药,600085,同仁堂,489.88917759,489.88917759,21.04,3.74,-2.11,-5.15,-0.17,0.11,-10.9
1429,中药,002287,奇正藏药,119.26279608,119.00946848,39.4,3.23,-2.14,-7.21,-0.22,-5.31,7.93
1430,中药,300534,陇神戎发,30.6075105,30.47589785,31.61,4.41,-2.21,-8.61,-0.17,5.77,16.24
1431,中药,000423,东阿阿胶,323.98474015,323.98474015,19.06,3.27,-2.73,-6.77,-0.19,-18.41,-18.13
1432,中药,300026,红日药业,119.56536251,109.98424264,49.55,1.39,-3.2,-1.0,0.04,19.16,5.85
1433,中药,002317,众生药业,135.1420129,120.86868233,40.9,3.53,-5.02,16.73,0.68,50.57,32.8
1434,中药,600436,片仔癀,1193.90442687,1193.90442687,29.85,7.82,-5.03,-3.32,-0.1,-3.83,-7.74
1435,中药,002907,华森制药,70.03090186,51.80053521,43.38,4.17,-5.28,-22.95,-0.66,26.95,29.5
1436,医疗器械,688050,爱博医疗,133.58357297,131.10146309,36.08,5.01,0.87,-3.35,-0.07,-32.35,-24.12
1437,医疗器械,600587,新华医疗,93.54973511,93.19262595,14.58,1.21,0.85,-1.17,-0.0,2.25,-5.98
1438,医疗器械,603301,振德医疗,55.82152682,55.82152682,27.23,1.01,0.71,3.55,0.14,3.61,-1.83
1439,医疗器械,600529,山东药玻,147.12324885,147.12324885,16.45,1.83,0.45,4.12,0.18,1.88,-12.89
1440,医疗器械,300246,宝莱特,24.68489667,19.7104313,42.71,2.09,0.36,22.19,0.86,40.72,41.58
1441,医疗器械,002382,蓝帆医疗,62.74416573,62.28101196,20.37,0.78,0.28,13.5,0.51,34.56,21.44
1442,医疗器械,688677,海泰新光,45.6131985,45.6131985,24.42,3.58,0.15,-7.02,-0.22,23.46,2.64
1443,医疗器械,688139,海尔生物,99.04220624,99.04220624,22.46,2.3,0.15,1.61,0.09,-4.15,-10.33
1444,医疗器械,688606,奥泰生物,52.9278988,52.9278988,21.62,1.38,0.12,1.78,0.22,1.26,7.97
1445,医疗器械,688236,春立医疗,70.99852935,53.3880228,30.57,2.47,0.01,7.97,0.37,37.52,44.61
1446,医疗器械,002901,大博医疗,156.16815766,108.82701798,37.87,5.22,-0.01,-3.05,-0.03,12.2,24.28
1447,医疗器械,688366,昊海生科,119.30189436,99.27692902,33.02,2.15,-0.03,-2.47,-0.0,-7.07,-14.72
1448,医疗器械,301087,可孚医疗,74.1022048,68.84114389,20.26,1.59,-0.04,8.38,0.29,10.92,3.66
1449,医疗器械,688338,赛科希德,27.09815472,27.09815472,29.29,1.67,-0.05,5.72,0.24,9.24,6.95
1450,医疗器械,301580,爱迪特,43.86196343,29.64219391,35.07,2.23,-0.15,3.37,0.17,17.7,0.29
1451,医疗器械,688273,麦澜德,30.96,11.40157418,19.42,2.36,-0.16,7.78,0.33,14.45,34.73
1452,医疗器械,603309,维力医疗,38.04355554,37.9140972,16.14,2.12,-0.19,5.46,0.24,24.07,13.15
1453,医疗器械,688301,奕瑞科技,174.21000374,174.21000374,30.43,3.97,-0.19,-3.37,-0.16,-3.17,28.77
1454,医疗器械,002817,黄山胶囊,22.79128055,22.10099428,30.25,2.47,-0.25,4.41,0.2,20.19,22.9
1455,医疗器械,688075,安旭生物,51.11270417,51.11270417,37.55,1.0,-0.27,2.5,0.12,8.76,9.06
1456,医疗器械,002223,鱼跃医疗,348.16023744,326.51693036,13.93,2.74,-0.27,-8.86,-0.29,2.21,-3.77
1457,医疗器械,002950,奥美医疗,56.29729468,40.18237408,16.27,1.62,-0.27,0.8,0.09,4.1,2.54
1458,医疗器械,603387,基蛋生物,41.73873445,41.73873445,16.23,1.58,-0.3,-0.73,0.02,4.71,0.86
1459,医疗器械,300595,欧普康视,139.97900269,104.41888151,21.83,3.01,-0.31,0.13,0.12,5.68,-16.6
1460,医疗器械,300206,理邦仪器,69.84943319,40.77473758,26.83,3.58,-0.33,1.43,0.15,9.95,9.85
1461,医疗器械,688358,祥生医疗,33.99615962,33.99615962,20.42,2.52,-0.34,1.17,0.1,5.35,24.16
1462,医疗器械,603205,健尔康,46.1448,11.5362,40.05,3.28,-0.44,0.57,0.08,13.42,1.37
1463,医疗器械,300298,三诺生物,123.31456597,99.33101555,42.75,3.87,-0.44,7.5,0.26,7.31,-13.99
1464,医疗器械,688314,康拓医疗,26.80080284,26.80080284,27.86,4.16,-0.45,10.4,0.3,22.46,15.27
1465,医疗器械,300406,九强生物,82.65988646,59.63051193,24.82,2.17,-0.46,1.8,0.15,-4.23,8.41
1466,医疗器械,300653,正海生物,37.566,37.56589043,35.27,4.51,-0.5,0.77,0.13,4.66,0.1
1467,医疗器械,688581,安杰思,51.79403664,26.48993967,23.02,2.21,-0.51,2.99,0.11,3.83,9.67
1468,医疗器械,300439,美康生物,42.46722906,32.34965414,34.93,1.46,-0.54,4.93,0.24,2.31,7.07
1469,医疗器械,300529,健帆生物,180.48479215,115.61843171,23.9,6.46,-0.54,2.54,0.13,-4.28,-20.87
1470,医疗器械,603987,康德莱,34.85591222,34.85591222,14.35,1.37,-0.54,6.29,0.26,17.87,13.51
1471,医疗器械,300562,乐心医疗,33.88123209,25.10269527,36.92,3.43,-0.57,9.78,0.41,19.48,5.77
1472,医疗器械,603658,安图生物,216.5128446,216.5128446,20.06,2.65,-0.6,-2.4,-0.1,-6.49,-10.59
1473,医疗器械,688289,圣湘生物,119.06423523,119.06423523,32.45,1.66,-0.61,4.29,0.17,6.81,-8.38
1474,医疗器械,605369,拱东医疗,42.53308986,42.53308986,38.79,2.55,-0.62,2.37,0.19,9.35,-2.48
1475,医疗器械,301367,瑞迈特,72.70144,45.86421136,25.27,2.54,-0.69,-3.24,-0.11,18.37,29.62
1476,医疗器械,300482,万孚生物,104.51731561,93.42060125,13.82,1.92,-0.72,1.12,0.08,5.18,-1.36
1477,医疗器械,002030,达安基因,89.82054605,89.82054605,42.43,1.13,-0.74,3.4,0.18,14.29,12.68
1478,医疗器械,300314,戴维医疗,37.008,18.47077607,41.0,3.17,-0.75,0.47,0.12,6.99,15.04
1479,医疗器械,300453,三鑫医疗,43.51571383,29.69816157,20.25,3.4,-0.77,0.0,0.03,7.62,14.74
1480,医疗器械,688410,山外山,45.59469017,33.28315187,30.8,2.69,-0.79,0.35,0.07,24.58,28.3
