,行业,代码,名称,总市值(亿),流通市值(亿),市盈率-动态,市净率,29日主力净流入-总净额(亿),29日涨跌幅(%),29日平均涨跌幅(%),60日涨跌幅(%),年初至今涨跌幅(%)
549,专业服务,301289,国缆检测,38.7426,38.52012807,45.68,4.01,-1.24,-6.51,-0.15,11.64,2.52
550,专业服务,003035,南网能源,182.57575753,182.57575753,49.97,2.72,-1.49,-5.89,-0.09,13.15,15.59
551,专业服务,300012,华测检测,204.80019364,174.24637103,37.59,2.98,-1.62,9.0,0.32,5.19,-1.3
552,专业服务,300962,中金辐照,45.90992989,45.90992989,44.48,4.91,-1.84,15.9,0.56,22.38,4.89
553,石油行业,000698,沈阳化工,32.61667292,31.27127683,25.21,2.31,-0.1,6.13,0.3,25.95,18.1
554,石油行业,603798,康普顿,28.51720108,28.51720108,13.13,2.45,-0.3,3.47,0.12,25.65,27.52
555,石油行业,002778,中晟高科,23.67817634,23.42725884,11.06,7.73,-0.66,-2.88,-0.04,12.91,8.71
556,石油行业,600506,统一股份,38.05815272,29.27550223,23.01,7.85,-1.3,6.2,0.24,0.92,-3.79
557,石油行业,000554,泰山石油,33.22281827,25.05933591,15.68,3.16,-3.36,10.86,0.52,18.93,17.92
558,石油行业,600777,*ST新潮,279.50037841,261.64886327,11.83,1.22,-4.56,67.81,1.84,47.84,85.14
559,石油行业,600256,广汇能源,397.55860511,397.55860511,14.32,1.68,-8.77,3.91,0.11,9.29,-9.06
560,家电行业,002705,新宝股份,121.53780427,120.98176203,12.31,1.51,1.43,7.29,0.26,17.97,2.89
561,家电行业,603112,华翔股份,100.82489528,94.41368649,18.96,2.58,0.89,16.63,0.53,24.17,51.05
562,家电行业,000016,深康佳Ａ,126.898723,84.14049326,33.46,5.36,0.6,8.57,0.29,-7.22,-4.53
563,家电行业,300160,秀强股份,47.84537547,47.1900541,14.22,1.89,0.54,14.0,0.57,23.55,15.92
564,家电行业,002032,苏 泊 尔,420.7939958,420.28859387,21.17,8.98,0.35,-3.75,-0.14,-3.31,4.15
565,家电行业,600060,海信视像,310.58339645,308.23246434,14.03,1.54,0.35,0.93,-0.01,1.75,19.36
566,家电行业,002860,星帅尔,46.40291456,45.1038963,18.04,2.08,0.26,6.87,0.21,35.93,32.85
567,家电行业,688475,萤石网络,253.575,131.859,45.92,4.73,0.25,1.26,0.03,-10.68,7.91
568,家电行业,002290,禾盛新材,78.10576148,77.83424648,38.32,9.13,0.15,-0.77,0.12,30.73,84.09
569,家电行业,603579,荣泰健康,49.29886557,49.29886557,28.05,2.5,0.15,19.17,0.62,29.74,96.4
570,家电行业,603868,飞科电器,160.60572,160.60572,22.19,5.36,0.12,-0.27,-0.04,3.34,-10.12
571,家电行业,002420,毅昌科技,26.6652,25.93585293,30.45,4.56,0.07,7.9,0.31,15.3,22.73
572,家电行业,603726,朗迪集团,33.9741696,33.6722196,22.71,2.7,0.02,21.42,0.76,28.78,18.75
573,家电行业,600261,阳光照明,45.25829555,45.25829555,18.93,1.33,0.02,9.03,0.3,18.12,8.31
574,家电行业,831768,拾比佰,12.883617,8.8899847,29.52,1.94,-0.03,1.95,0.1,17.75,56.89
575,家电行业,001387,雪祺电气,28.42586352,17.69027471,37.33,2.35,-0.04,6.65,0.23,29.42,13.61
576,家电行业,000521,长虹美菱,75.49340831,64.17999113,10.39,1.27,-0.06,3.43,0.08,-2.27,-6.39
577,家电行业,002543,万和电气,86.85248,77.27616515,12.11,1.83,-0.1,3.15,0.04,22.95,16.8
578,家电行业,603303,得邦照明,59.28421067,59.28421067,23.96,1.81,-0.11,5.18,0.13,13.83,12.59
579,家电行业,603515,欧普照明,132.25077515,130.68821221,23.42,2.13,-0.12,2.45,0.1,21.45,14.27
580,家电行业,688696,极米科技,76.377,76.377,30.48,2.55,-0.12,-6.55,-0.16,-6.65,11.31
581,家电行业,603075,热威股份,82.80485137,8.230057,30.08,4.37,-0.15,5.19,0.17,13.58,14.72
582,家电行业,873339,恒太照明,24.42060142,16.73449227,36.58,4.18,-0.15,-3.51,-0.09,-2.72,42.54
583,家电行业,603219,富佳股份,83.14334,83.14334,39.08,5.04,-0.16,2.78,0.08,5.18,4.52
584,家电行业,603355,莱克电气,132.58900557,132.04742419,14.54,2.61,-0.16,5.95,0.17,5.19,2.08
585,家电行业,002959,小熊电器,74.81322429,72.27183372,14.42,2.75,-0.16,-2.66,0.01,8.72,1.53
586,家电行业,003023,彩虹集团,21.14205912,21.08801944,16.96,1.38,-0.17,5.71,0.26,11.69,14.75
587,家电行业,002242,九阳股份,75.2443677,75.11572917,18.54,2.17,-0.18,0.94,0.05,7.8,-3.92
588,家电行业,000921,海信家电,368.98975517,244.5244341,8.18,2.23,-0.18,-6.45,-0.22,-3.65,-7.85
589,家电行业,603551,奥普科技,44.295418,44.25122678,21.83,3.56,-0.19,9.39,0.42,20.11,11.82
590,家电行业,301061,匠心家居,188.38231898,125.09462642,24.26,5.11,-0.29,34.52,1.32,97.4,83.63
591,家电行业,000541,佛山照明,104.89365311,84.04541797,40.5,1.62,-0.31,15.89,0.51,11.42,12.34
592,家电行业,603311,金海高科,26.53693954,26.53693954,15.19,1.99,-0.32,6.02,0.22,22.15,13.98
593,家电行业,603486,科沃斯,368.04845148,364.46001819,19.38,4.98,-0.34,7.64,0.32,34.38,37.55
594,家电行业,605365,立达信,77.41038548,77.41038548,28.14,2.13,-0.38,3.04,0.02,20.37,0.92
595,家电行业,603519,立霸股份,33.34424544,33.34424544,24.01,3.02,-0.39,1.62,0.1,21.2,15.6
596,家电行业,002011,盾安环境,123.37750988,106.10886359,14.18,2.16,-0.45,3.1,0.11,1.31,7.12
597,家电行业,301362,民爆光电,42.537888,12.057888,17.64,1.76,-0.46,6.57,0.2,22.23,8.81
598,家电行业,000404,长虹华意,49.34611491,49.11443271,12.29,1.23,-0.54,6.98,0.24,9.58,-0.14
599,家电行业,002668,TCL智家,105.70086423,105.70086423,8.75,3.88,-0.56,-4.06,-0.18,-2.69,-25.69
600,家电行业,301187,欧圣电气,71.3304003,18.70067978,28.98,4.99,-0.7,14.72,0.5,28.53,16.83
601,家电行业,600336,澳柯玛,55.78123235,55.78123235,33.72,2.25,-0.74,-1.13,-0.01,11.84,3.4
602,家电行业,300272,开能健康,39.36626153,29.40241496,39.67,3.45,-0.77,7.11,0.39,22.66,11.62
603,家电行业,002429,兆驰股份,207.3338798,207.21445222,15.49,1.32,-0.81,8.31,0.28,3.15,-19.22
604,家电行业,600983,惠而浦,85.2280168,85.2280168,18.38,3.32,-0.83,12.98,0.44,26.51,24.25
605,家电行业,300824,北鼎股份,42.489687,41.14909897,31.83,6.08,-0.84,1.4,0.15,40.15,34.78
606,家电行业,605555,德昌股份,77.88670854,77.88670854,24.02,2.63,-0.93,4.82,0.19,8.35,-1.77
607,家电行业,002508,老板电器,181.05029631,178.86852239,13.31,1.64,-1.03,-0.21,-0.04,-10.13,-8.46
608,家电行业,002035,华帝股份,54.75842372,50.42178851,12.88,1.51,-1.13,2.55,0.09,2.05,-8.37
609,家电行业,300247,融捷健康,31.67918833,31.64904733,25.56,2.89,-1.55,-1.49,-0.03,16.22,10.06
610,家电行业,601956,东贝集团,42.84078256,42.82938305,23.67,1.73,-1.67,-1.29,0.1,45.36,45.67
611,家电行业,688169,石头科技,421.48037274,421.48037274,39.39,3.25,-2.66,-8.33,-0.27,23.48,4.36
612,家电行业,300217,东方电热,77.15039627,64.04686893,42.98,1.87,-3.4,4.43,0.16,20.28,16.52
613,家电行业,300403,汉宇集团,90.9927,63.82157266,40.93,4.48,-3.96,-0.34,0.01,1.07,52.42
614,家电行业,600839,四川长虹,457.93142682,457.8038962,33.14,3.1,-4.25,1.51,0.07,1.64,2.8
615,家电行业,002052,同洲电子,90.186527,87.4209175,17.94,42.37,-4.27,28.01,0.96,79.91,94.37
616,家电行业,002050,三花智控,1076.91591839,953.21587357,29.8,5.58,-5.33,-0.04,0.01,6.0,11.65
617,专用设备,002595,豪迈科技,475.12,471.72620774,22.86,4.71,0.98,-6.6,-0.15,6.62,19.28
618,专用设备,003036,泰坦股份,34.56669488,34.56669488,45.53,2.55,0.51,23.84,0.74,30.51,32.67
619,专用设备,002430,杭氧股份,204.46609836,201.60554538,22.61,2.18,0.3,7.92,0.3,7.45,-3.35
620,专用设备,301200,大族数控,187.90484152,27.50555412,40.23,3.61,0.27,26.69,0.73,22.36,23.42
621,专用设备,605286,同力日升,65.9064,65.9064,22.7,3.25,0.26,8.01,0.24,12.5,30.59
622,专用设备,002353,杰瑞股份,365.10699005,247.21077117,19.6,1.74,0.06,1.21,0.08,22.21,-1.76
623,专用设备,603203,快克智能,63.64357451,62.51256749,23.98,4.65,0.06,11.32,0.34,15.62,12.16
624,专用设备,603025,大豪科技,155.21501345,154.17529345,23.05,6.98,0.04,8.97,0.27,11.65,-6.71
625,专用设备,002209,达 意 隆,30.49125046,23.79253588,25.84,4.13,0.04,18.65,0.65,51.53,65.98
626,专用设备,300837,浙矿股份,23.95037075,16.90458012,36.92,1.75,0.02,9.75,0.37,20.59,20.59
627,专用设备,688789,宏华数科,124.23415714,124.23415714,28.67,3.93,0.01,-4.43,-0.25,10.77,5.24
628,专用设备,688092,爱科科技,18.68808848,18.68808848,45.35,2.99,-0.01,7.21,0.28,13.85,11.22
629,专用设备,001360,南矿集团,29.2128,11.71106011,39.33,2.12,-0.02,5.21,0.21,12.49,9.73
630,专用设备,300950,德固特,40.742656,24.14813988,43.03,5.43,-0.04,41.04,1.34,72.16,67.52
631,专用设备,603416,信捷电气,91.34468736,81.0942565,49.63,3.53,-0.06,3.03,0.09,17.13,41.5
632,专用设备,688623,双元科技,38.49598343,12.45998343,38.0,1.84,-0.07,7.14,0.26,13.18,21.26
633,专用设备,001256,炜冈科技,31.50311406,8.49896845,30.11,2.75,-0.1,5.12,0.19,-24.5,40.7
634,专用设备,688378,奥来德,42.05341066,40.65004833,41.33,2.49,-0.11,6.48,0.24,10.41,-10.46
635,专用设备,836942,恒立钻具,12.3267471,8.29175531,24.43,2.51,-0.11,1.17,0.1,13.69,47.36
636,专用设备,835368,连城数控,67.40546432,64.12942192,21.18,1.59,-0.12,2.99,0.12,3.09,-1.78
637,专用设备,301043,绿岛风,21.9708,21.9708,31.56,2.64,-0.19,6.38,0.25,17.36,16.43
638,专用设备,002698,博实股份,166.16614186,136.73368329,27.68,4.24,-0.2,8.87,0.27,3.04,-2.99
639,专用设备,688113,联测科技,22.6486215,22.6486215,26.37,2.44,-0.2,4.79,0.19,25.03,25.2
640,专用设备,301056,森赫股份,27.13220403,17.89877591,41.18,3.48,-0.21,13.78,0.57,21.07,30.72
641,专用设备,600835,上海机电,224.49127811,177.02769385,27.57,1.64,-0.22,7.99,0.28,10.03,24.01
642,专用设备,300802,矩子科技,55.28438056,38.20740632,42.92,3.48,-0.23,7.85,0.2,18.62,5.46
643,专用设备,300833,浩洋股份,43.55067915,27.97784348,20.44,1.88,-0.25,7.59,0.27,10.35,-19.65
644,专用设备,603855,华荣股份,71.3873835,70.546671,15.38,3.76,-0.27,2.13,0.35,15.01,9.64
645,专用设备,603282,亚光股份,23.15086,11.10391141,21.83,1.85,-0.29,6.92,0.25,17.53,20.22
646,专用设备,301053,远信工业,23.98396729,22.02888574,48.16,3.78,-0.3,8.04,0.36,21.83,51.38
647,专用设备,688501,青达环保,35.7028971,35.7028971,12.99,3.58,-0.33,-6.36,-0.15,35.62,106.77
648,专用设备,001223,欧克科技,40.60812,10.15812,25.05,2.14,-0.34,9.28,0.33,27.57,39.29
649,专用设备,002535,林州重机,32.70866942,30.45061019,35.28,4.95,-0.36,4.45,0.16,3.29,6.53
650,专用设备,688162,巨一科技,37.04366925,37.01720925,34.97,1.57,-0.38,-0.52,-0.09,20.91,-0.48
651,专用设备,688328,深科达,21.1015363,21.1015363,36.88,2.56,-0.38,15.18,0.56,51.56,49.13
652,专用设备,001332,锡装股份,40.656,9.9792,21.92,1.7,-0.41,-7.85,-0.25,5.45,7.38
653,专用设备,603012,创力集团,37.2069984,36.9798,24.71,0.99,-0.42,4.04,0.18,9.37,9.79
654,专用设备,001395,亚联机械,40.331052,8.91795377,20.48,3.64,-0.44,6.54,0.29,9.84,150.43
655,专用设备,603289,泰瑞机器,28.45669144,28.45669144,39.49,2.04,-0.47,3.84,0.14,22.78,19.75
656,专用设备,688128,中国电研,99.3452,99.3452,19.65,3.15,-0.47,1.0,0.0,26.21,19.75
657,专用设备,873703,广厦环能,25.2010528,12.75153258,41.74,2.39,-0.48,-7.11,-0.23,-7.11,15.07
658,专用设备,301199,迈赫股份,47.5463772,16.2564822,28.93,2.55,-0.49,2.33,0.11,18.25,21.98
659,专用设备,603966,法兰泰克,37.23864874,37.1472475,27.07,2.06,-0.52,-3.18,-0.1,15.31,24.7
660,专用设备,688419,耐科装备,30.66548179,8.23793183,33.62,3.11,-0.55,8.38,0.33,20.26,21.9
661,专用设备,603095,越剑智能,40.59991824,40.59991824,30.43,1.73,-0.57,-1.14,-0.1,1.95,3.56
662,专用设备,300400,劲拓股份,41.27064858,40.82020677,41.67,5.72,-0.57,8.35,0.28,16.99,7.52
663,专用设备,002957,科瑞技术,70.26306656,68.59724373,39.69,2.35,-0.58,5.04,0.15,17.9,7.8
664,专用设备,002526,山东矿机,69.70723899,69.24940153,32.83,2.21,-0.68,-1.77,0.3,10.14,11.08
665,专用设备,002483,润邦股份,57.79774053,57.71835209,20.59,1.38,-0.69,9.49,0.34,9.58,32.79
666,专用设备,603036,如通股份,33.88799111,33.88799111,30.68,2.59,-0.7,4.33,0.22,22.85,-1.61
667,专用设备,300509,新美星,25.6386,21.37445474,30.29,4.57,-0.7,1.56,0.01,17.53,27.58
668,专用设备,603283,赛腾股份,91.40564903,89.15028963,33.43,2.95,-0.7,13.56,0.44,-1.0,-33.35
669,专用设备,605167,利柏特,50.924538,50.924538,35.5,2.79,-0.71,5.48,0.13,29.6,18.99
670,专用设备,688698,伟创电气,98.14153972,98.14153972,43.31,4.67,-0.71,-1.0,-0.02,-1.59,6.17
671,专用设备,301018,申菱环境,102.40363188,76.58563685,47.29,4.02,-0.75,11.98,0.39,11.21,0.29
672,专用设备,002833,弘亚数控,69.48908645,47.26584069,13.14,2.45,-0.77,-1.57,-0.08,1.17,-0.3
673,专用设备,603337,杰克股份,168.70290374,166.79501294,17.16,3.69,-0.8,-6.5,-0.26,28.3,18.07
674,专用设备,601038,一拖股份,148.88299894,96.95094894,7.03,1.91,-0.83,3.43,0.09,0.68,-8.49
675,专用设备,301338,凯格精机,45.36896,14.62552,34.15,3.07,-0.85,15.19,0.51,35.93,37.55
676,专用设备,600262,北方股份,38.811,38.811,15.29,2.37,-0.93,3.99,0.08,39.21,26.9
677,专用设备,002111,威海广泰,56.28623163,50.59262663,33.57,1.87,-0.95,2.43,0.14,7.3,-3.11
678,专用设备,002367,康力电梯,59.19005646,39.02702379,21.4,1.76,-0.95,6.27,0.22,17.62,12.79
679,专用设备,002960,青鸟消防,87.97533054,75.06016276,31.9,1.45,-0.96,5.73,0.23,12.2,5.86
680,专用设备,603901,永创智能,50.57175595,49.69988005,31.08,2.14,-0.99,-5.23,-0.17,12.6,40.9
681,专用设备,002009,天奇股份,64.43775976,56.64431508,38.08,3.25,-1.12,6.44,0.23,23.14,5.26
682,专用设备,301158,德石股份,26.11935759,25.45059886,35.7,1.99,-1.22,8.91,0.41,16.5,25.51
683,专用设备,002334,英威腾,66.46547616,58.88430391,47.83,2.29,-1.29,9.53,0.34,2.9,9.52
684,专用设备,301030,仕净科技,38.04806604,30.35201908,17.98,3.41,-1.36,11.1,0.43,-1.47,-22.12
685,专用设备,600499,科达制造,198.88170775,198.88170775,14.33,1.74,-1.38,2.85,0.06,32.44,36.27
686,专用设备,300415,伊之密,95.91465859,92.74796085,18.1,3.34,-1.41,2.16,0.07,6.67,4.6
687,专用设备,300228,富瑞特装,47.22044085,44.3292987,23.5,2.13,-1.44,10.45,0.37,21.2,15.64
688,专用设备,600320,振华重工,243.9247671,153.8084917,23.88,1.59,-1.55,7.89,0.29,12.93,19.64
689,专用设备,300484,蓝海华腾,44.60238767,35.81572016,39.83,6.8,-1.57,8.96,0.29,19.15,5.02
690,专用设备,002690,美亚光电,147.42147686,72.45899901,33.98,6.36,-1.63,-5.17,-0.11,2.64,18.34
691,专用设备,603583,捷昌驱动,136.88263459,136.88263459,30.41,3.16,-1.64,-3.38,-0.1,-1.08,46.7
692,专用设备,301260,格力博,101.99142544,43.21772178,14.34,2.16,-2.09,-0.19,0.02,66.46,59.55
693,专用设备,600582,天地科技,260.7311002,260.7311002,4.54,1.06,-2.11,5.07,0.16,10.92,7.51
694,专用设备,002073,软控股份,90.03346419,87.50204005,29.62,1.52,-2.46,16.49,0.54,15.88,8.21
695,专用设备,688518,联赢激光,67.99195892,67.99195892,36.23,2.16,-2.67,24.2,0.81,31.23,26.96
696,专用设备,002757,南兴股份,52.67978929,50.29021411,30.49,2.65,-2.75,-3.91,-0.19,-0.22,16.31
697,专用设备,603081,大丰实业,57.38121572,57.38121572,43.81,1.83,-2.82,13.91,0.51,20.58,17.17
698,专用设备,002006,精工科技,85.09018613,85.09018613,48.95,3.71,-3.52,-3.31,-0.09,1.55,0.12
699,专用设备,002278,神开股份,33.91637919,31.14804776,45.93,3.01,-4.37,0.32,0.06,28.91,76.52
700,专用设备,300879,大叶股份,81.0809725,80.53199627,10.44,5.81,-4.4,-9.11,-0.3,149.91,155.81
701,专用设备,300307,慈星股份,63.30162745,62.34223535,20.79,1.97,-4.57,-10.35,-0.24,-5.57,-2.09
702,专用设备,002611,东方精工,149.96967709,123.4707575,13.6,2.92,-7.77,0.65,0.01,3.27,28.07
703,专用设备,603300,海南华铁,214.59213425,214.59213425,28.15,3.32,-8.1,12.41,0.44,6.21,87.48
704,工程咨询服务,600720,中交设计,181.73196875,79.91674186,48.37,1.2,0.07,-0.5,-0.03,-2.1,-10.61
705,工程咨询服务,603018,华设集团,56.41296911,56.41296911,24.36,1.1,0.03,8.92,0.33,13.48,1.73
706,工程咨询服务,301167,建研设计,18.592,11.54203876,43.0,1.98,0.0,13.03,0.43,28.78,31.43
707,工程咨询服务,603909,建发合诚,26.32798714,26.32798714,32.57,2.47,-0.05,7.41,0.29,18.68,11.73
708,工程咨询服务,003013,地铁设计,60.02405401,58.78494353,27.2,2.29,-0.14,2.46,0.06,-0.54,0.41
709,工程咨询服务,000779,甘咨询,44.25176383,44.24790328,20.11,1.15,-0.15,4.73,0.16,8.92,16.81
710,工程咨询服务,300500,启迪设计,22.80810533,21.9720919,34.79,2.09,-0.21,10.66,0.35,30.45,25.33
711,工程咨询服务,603357,设计总院,48.88239366,48.44857802,14.3,1.32,-0.27,4.86,0.18,-4.7,-0.68
712,工程咨询服务,002116,中国海诚,49.82141398,48.87181797,27.35,2.03,-0.37,7.19,0.25,12.64,10.55
713,工程咨询服务,600629,华建集团,85.09870039,83.58836529,35.35,1.64,-0.39,6.21,0.15,18.03,-3.63
714,工程咨询服务,000928,中钢国际,92.96497144,92.9638342,10.04,1.14,-0.54,5.05,0.15,10.77,6.75
715,工程咨询服务,300492,华图山鼎,129.82916639,129.82916639,26.73,34.75,-0.86,6.58,0.13,6.47,27.38
716,工程咨询服务,603017,中衡设计,26.56067018,26.56067018,31.07,1.77,-2.72,-11.31,0.0,18.46,19.05
717,纺织服装,600398,海澜之家,348.68112349,348.68112349,9.32,2.04,2.24,-1.1,0.12,-13.26,-0.82
718,纺织服装,301276,嘉曼服饰,27.61776,9.82032694,15.48,1.34,0.24,9.02,0.43,26.39,30.26
719,纺织服装,601339,百隆东方,76.7779328,76.7779328,11.07,0.82,0.23,3.13,0.14,3.23,-1.16
720,纺织服装,002780,三夫户外,21.30582811,17.66424964,42.03,3.13,0.12,2.69,0.23,25.77,6.88
721,纺织服装,601566,九牧王,51.77480722,51.77480722,6.75,1.31,0.09,1.35,0.17,14.49,11.1
722,纺织服装,603511,爱慕股份,67.85418171,67.07499237,19.83,1.57,0.03,16.94,0.61,25.11,32.46
723,纺织服装,603889,新澳股份,43.09896564,42.51886584,10.65,1.31,0.0,-1.35,-0.03,8.46,-12.07
724,纺织服装,603877,太平鸟,69.95469705,69.69449906,14.12,1.6,-0.03,-2.51,-0.07,-10.27,3.13
725,纺织服装,002327,富安娜,62.11399444,36.14196171,27.66,1.81,-0.06,-3.5,-0.02,-5.48,-9.85
726,纺织服装,002763,汇洁股份,29.0636116,21.52225866,9.43,1.49,-0.07,1.59,0.1,11.3,9.24
727,纺织服装,603558,健盛集团,33.26985264,33.26985264,13.83,1.38,-0.13,1.19,0.14,6.32,-9.94
728,纺织服装,603073,彩蝶实业,20.126,8.82990913,21.95,1.5,-0.13,8.36,0.32,17.55,21.24
729,纺织服装,603307,扬州金泉,25.657506,6.426,20.87,1.87,-0.14,3.01,0.18,13.89,7.39
730,纺织服装,605003,众望布艺,22.935,22.935,24.94,1.62,-0.17,8.62,0.36,15.13,12.76
731,纺织服装,002293,罗莱生活,75.65218803,74.97335186,16.73,1.91,-0.17,-5.53,-0.08,11.56,22.57
732,纺织服装,603808,XD歌力思,30.15488813,30.15488813,18.41,1.2,-0.23,3.98,0.23,22.49,17.72
733,纺织服装,603055,台华新材,82.17401003,81.72727803,12.59,1.68,-0.24,-1.92,-0.06,-0.43,-14.77
734,纺织服装,002687,乔治白,24.17893762,19.80899643,39.01,1.63,-0.24,5.54,0.23,13.24,9.36
735,纺织服装,002144,宏达高科,21.08776959,16.42096213,30.01,1.02,-0.24,2.16,0.14,17.08,15.15
736,纺织服装,002029,七 匹 狼,48.71712641,45.97955177,8.15,0.74,-0.25,4.86,0.24,15.36,7.3
737,纺织服装,603365,水星家纺,46.5457442,46.03696756,12.96,1.64,-0.27,-6.07,0.04,26.48,15.74
738,纺织服装,001209,洪兴股份,23.37158734,17.07601682,28.3,1.81,-0.31,-0.78,0.07,4.35,5.46
739,纺织服装,300577,开润股份,48.2462846,28.21675599,14.13,2.3,-0.32,-1.57,0.08,8.52,-18.41
740,纺织服装,003041,真爱美家,41.7024,39.62405664,5.02,2.78,-0.35,-3.29,-0.34,4.14,9.61
741,纺织服装,002394,联发股份,27.80583,27.77023356,9.54,0.67,-0.37,2.9,0.12,19.97,15.77
742,纺织服装,603908,牧高笛,23.6776176,23.6776176,19.29,4.43,-0.38,3.27,0.2,8.75,18.23
743,纺织服装,002404,嘉欣丝绸,36.40335017,29.62616124,18.39,1.94,-0.38,2.53,0.18,18.4,10.36
744,纺织服装,605138,盛泰集团,38.27834134,38.27834134,46.97,1.58,-0.39,2.56,0.16,20.88,25.96
745,纺织服装,000726,鲁  泰Ａ,55.16818349,39.73730501,9.29,0.58,-0.4,5.56,0.24,14.8,5.14
746,纺织服装,600177,雅戈尔,346.29579846,346.29579846,10.78,0.85,-0.41,2.6,0.1,-3.23,-12.91
747,纺织服装,301088,戎美股份,32.06553,26.430495,39.69,1.29,-0.41,-2.85,-0.03,14.39,7.82
748,纺织服装,002154,报 喜 鸟,56.62214869,55.1540131,8.31,1.27,-0.45,1.31,0.09,-1.27,-11.01
749,纺织服装,600137,浪莎股份,18.27690654,18.27690654,49.05,3.43,-0.46,1.31,0.1,26.86,33.81
750,纺织服装,603839,安正时尚,27.9326771,27.9326771,30.3,1.51,-0.48,-3.13,-0.31,32.23,32.47
751,纺织服装,002722,物产金轮,33.77981335,28.69727998,26.46,1.32,-0.54,5.48,0.25,21.56,17.2
752,纺织服装,002003,伟星股份,123.66852529,107.73244091,30.81,3.0,-0.56,-7.56,-0.22,-4.43,-23.72
753,纺织服装,603587,地素时尚,59.11864697,58.78750559,17.89,1.69,-0.57,2.73,0.19,5.8,2.39
754,纺织服装,001234,泰慕士,23.60053509,19.70844429,28.35,2.64,-0.6,0.56,0.25,-5.93,30.97
755,纺织服装,002674,兴业科技,30.5895227,30.28033798,40.38,1.28,-0.62,8.96,0.36,12.5,9.06
756,纺织服装,601599,浙文影业,44.91299293,44.91299293,28.66,2.89,-0.63,4.57,0.24,13.49,8.1
757,纺织服装,605080,浙江自然,37.84247359,37.51587576,9.85,1.8,-0.64,-3.77,-0.1,17.81,14.72
758,纺织服装,603665,康隆达,40.47109752,40.234128,8.87,5.56,-0.66,-2.67,-0.08,46.73,77.9
759,纺织服装,002083,孚日股份,46.76396719,46.74539279,9.17,1.06,-0.68,6.22,0.23,17.9,4.0
760,纺织服装,600630,龙头股份,35.60340183,35.60340183,49.03,4.6,-0.69,-0.95,0.02,3.46,-11.6
761,纺织服装,300979,华利集团,645.7011,645.69686726,21.19,4.19,-0.72,2.94,0.11,-0.04,-27.53
762,纺织服装,300952,恒辉安防,42.68406993,24.56826652,39.32,2.89,-0.78,-12.01,-0.18,16.8,28.77
763,纺织服装,600987,航民股份,73.09063131,73.09063131,13.43,1.18,-0.81,-3.51,0.02,6.39,7.83
764,纺织服装,002612,朗姿股份,80.79052548,46.51538285,21.21,2.99,-0.91,-0.27,0.38,16.6,14.41
765,纺织服装,002098,浔兴股份,34.3322,34.3307615,16.56,2.56,-0.97,5.05,0.25,19.28,21.55
766,纺织服装,002563,森马服饰,141.97855143,116.02930068,16.56,1.28,-0.99,-2.22,-0.09,-20.75,-20.99
767,纺织服装,002832,比音勒芬,91.88384052,62.69634372,6.93,1.7,-1.12,-2.24,-0.03,-10.11,-24.8
768,纺织服装,001390,古麒绒材,48.4,11.85772097,31.75,3.26,-1.29,-5.03,-0.32,100.33,100.33
769,纺织服装,603518,锦泓集团,34.16995816,33.95802459,9.6,0.95,-2.28,-14.34,-0.12,12.93,4.0
770,纺织服装,300005,探路者,75.5565369,75.52337145,38.3,3.59,-4.89,-7.34,-0.21,-14.07,22.14
771,珠宝首饰,600612,老凤祥,263.91291194,159.98180834,10.76,2.16,2.66,-4.95,-0.06,1.49,-7.04
772,珠宝首饰,002867,周大生,145.12785949,144.27524269,14.39,2.46,0.81,-11.22,-0.22,-0.15,-3.74
773,珠宝首饰,605599,菜百股份,126.54444806,126.54444806,9.9,3.34,-0.65,-0.61,0.42,34.57,53.06
774,珠宝首饰,002731,萃华珠宝,34.4273664,30.86582016,10.01,1.91,-0.67,3.8,0.58,39.56,43.13
775,珠宝首饰,603900,莱绅通灵,39.82506782,39.64917632,35.13,2.05,-1.47,-4.64,0.09,86.36,109.95
776,珠宝首饰,000026,飞亚达,66.66702635,59.93159977,36.79,2.03,-1.59,11.83,0.63,64.46,64.79
777,珠宝首饰,600916,中国黄金,138.936,138.936,25.81,1.99,-2.17,-0.36,0.06,-0.96,0.0
778,珠宝首饰,002345,潮宏基,126.34650694,123.2880207,16.72,3.61,-3.55,-7.9,0.15,55.92,155.76
779,珠宝首饰,300945,曼卡龙,54.32744869,49.40643028,31.58,3.35,-8.29,-17.07,0.2,65.58,82.64
780,化学制药,600267,海正药业,145.30040136,145.22050026,18.7,1.75,3.66,32.45,1.07,36.33,49.63
781,化学制药,600079,人福医药,349.7860243,330.70321041,16.18,1.93,2.95,-5.45,-0.13,2.54,-8.34
782,化学制药,000915,华特达因,77.2590906,77.2153559,10.59,2.94,2.73,12.21,0.49,16.63,25.94
783,化学制药,002019,亿帆医药,176.49820133,122.09788901,28.81,2.06,2.01,5.43,0.28,31.91,36.63
784,化学制药,430017,星昊医药,28.68881172,28.48463934,28.65,1.86,1.61,18.58,0.97,26.67,71.87
785,化学制药,688799,华纳药厂,70.282464,70.282464,42.63,3.91,1.37,4.24,0.96,104.67,81.49
786,化学制药,600196,复星医药,684.96512186,543.39238361,22.39,1.43,1.15,1.31,0.04,6.88,3.22
787,化学制药,600521,华海药业,307.38564693,298.93708734,25.84,3.35,1.08,11.98,0.73,47.8,16.52
788,化学制药,601089,福元医药,87.216,87.216,16.69,2.53,0.94,10.79,0.49,23.94,17.15
